visitor_fastBreakPoints,visitor_pointsInPaint,visitor_biggestLead,visitor_secondChancePoints,visitor_pointsOffTurnovers,visitor_longestRun,visitor_points,visitor_fgm,visitor_fga,visitor_fgp,visitor_ftm,visitor_fta,visitor_ftp,visitor_tpm,visitor_tpa,visitor_tpp,visitor_offReb,visitor_defReb,visitor_totReb,visitor_assists,visitor_pFouls,visitor_steals,visitor_turnovers,visitor_blocks,visitor_plusMinus,visitor_min,game_id,visitor_team,home_fastBreakPoints,home_pointsInPaint,home_biggestLead,home_secondChancePoints,home_pointsOffTurnovers,home_longestRun,home_points,home_fgm,home_fga,home_fgp,home_ftm,home_fta,home_ftp,home_tpm,home_tpa,home_tpp,home_offReb,home_defReb,home_totReb,home_assists,home_pFouls,home_steals,home_turnovers,home_blocks,home_plusMinus,home_min,home_team
13.0,46.0,12.0,10.0,12.0,8.0,99.0,37.0,80.0,46.2,16.0,18.0,88.9,9.0,32.0,28.1,10.0,31.0,41.0,22.0,19.0,7.0,19.0,3.0,-16,240:00,10287,Milwaukee Bucks,5.0,32.0,21.0,19.0,31.0,11.0,115.0,41.0,87.0,47.1,14.0,17.0,82.4,19.0,42.0,45.2,12.0,29.0,41.0,27.0,19.0,11.0,12.0,3.0,16,240:00,Cleveland Cavaliers
9.0,26.0,17.0,18.0,16.0,10.0,111.0,36.0,81.0,44.4,24.0,27.0,88.9,15.0,29.0,51.7,8.0,41.0,49.0,20.0,22.0,7.0,15.0,1.0,9,240:00,10289,LA Clippers,14.0,56.0,14.0,4.0,21.0,10.0,102.0,38.0,84.0,45.2,17.0,22.0,77.3,9.0,35.0,25.7,8.0,31.0,39.0,29.0,23.0,9.0,13.0,3.0,-9,240:00,Orlando Magic
30.0,54.0,36.0,13.0,27.0,13.0,158.0,54.0,93.0,58.1,26.0,33.0,78.8,24.0,45.0,53.3,8.0,28.0,36.0,37.0,29.0,9.0,13.0,5.0,32,240:00,10288,Charlotte Hornets,15.0,60.0,5.0,19.0,18.0,10.0,126.0,44.0,92.0,47.8,28.0,34.0,82.4,10.0,34.0,29.4,17.0,24.0,41.0,33.0,31.0,9.0,19.0,3.0,-32,240:00,Indiana Pacers
8.0,38.0,0.0,17.0,13.0,8.0,96.0,35.0,83.0,42.2,11.0,17.0,64.7,15.0,44.0,34.1,15.0,29.0,44.0,24.0,23.0,8.0,17.0,4.0,-14,240:00,10292,New York Knicks,10.0,38.0,30.0,17.0,21.0,10.0,110.0,37.0,74.0,50.0,20.0,22.0,90.9,16.0,37.0,43.2,7.0,31.0,38.0,30.0,23.0,8.0,17.0,3.0,14,240:00,Miami Heat
5.0,46.0,14.0,12.0,9.0,11.0,104.0,39.0,93.0,41.9,14.0,19.0,73.7,12.0,40.0,30.0,10.0,32.0,42.0,23.0,20.0,6.0,12.0,3.0,-17,240:00,10290,Sacramento Kings,20.0,64.0,30.0,15.0,16.0,17.0,121.0,48.0,90.0,53.3,13.0,17.0,76.5,12.0,36.0,33.3,6.0,42.0,48.0,29.0,18.0,9.0,8.0,2.0,17,240:00,Atlanta Hawks
12.0,46.0,1.0,7.0,11.0,13.0,105.0,38.0,79.0,48.1,17.0,28.0,60.7,12.0,31.0,38.7,8.0,26.0,34.0,24.0,17.0,8.0,12.0,5.0,-6,240:00,10037,Toronto Raptors,9.0,68.0,19.0,12.0,17.0,13.0,111.0,46.0,84.0,54.8,12.0,16.0,75.0,7.0,26.0,26.9,10.0,35.0,45.0,32.0,22.0,2.0,13.0,1.0,6,240:00,Chicago Bulls
11.0,46.0,11.0,20.0,15.0,9.0,124.0,42.0,89.0,47.2,25.0,27.0,92.6,15.0,36.0,41.7,12.0,36.0,48.0,27.0,21.0,8.0,13.0,2.0,6,240:00,10018,Denver Nuggets,11.0,42.0,12.0,12.0,11.0,10.0,118.0,43.0,88.0,48.9,20.0,26.0,76.9,12.0,29.0,41.4,6.0,32.0,38.0,26.0,25.0,6.0,12.0,3.0,-6,240:00,Brooklyn Nets
10.0,62.0,15.0,28.0,14.0,9.0,118.0,46.0,90.0,51.1,19.0,26.0,73.1,7.0,23.0,30.4,12.0,32.0,44.0,24.0,18.0,9.0,13.0,9.0,8,240:00,10293,Memphis Grizzlies,12.0,50.0,4.0,16.0,10.0,8.0,110.0,43.0,94.0,45.7,15.0,19.0,78.9,9.0,37.0,24.3,13.0,26.0,39.0,30.0,19.0,9.0,13.0,7.0,-8,240:00,San Antonio Spurs
16.0,48.0,23.0,12.0,13.0,10.0,132.0,48.0,88.0,54.5,20.0,26.0,76.9,16.0,36.0,44.4,6.0,39.0,45.0,35.0,21.0,6.0,8.0,6.0,20,240:00,10297,Dallas Mavericks,17.0,50.0,0.0,6.0,7.0,8.0,112.0,42.0,82.0,51.2,14.0,23.0,60.9,14.0,38.0,36.8,3.0,35.0,38.0,27.0,21.0,4.0,9.0,1.0,-20,240:00,Portland Trail Blazers
22.0,50.0,21.0,12.0,22.0,12.0,105.0,40.0,82.0,48.8,18.0,27.0,66.7,7.0,18.0,38.9,9.0,35.0,44.0,14.0,20.0,6.0,7.0,7.0,8,240:00,10296,Phoenix Suns,3.0,38.0,2.0,12.0,10.0,8.0,97.0,34.0,79.0,43.0,17.0,23.0,73.9,12.0,30.0,40.0,8.0,31.0,39.0,20.0,28.0,6.0,14.0,4.0,-8,240:00,Utah Jazz
14.0,48.0,3.0,12.0,14.0,8.0,87.0,36.0,88.0,40.9,9.0,9.0,100,6.0,29.0,20.7,9.0,33.0,42.0,19.0,16.0,7.0,17.0,9.0,-18,240:00,10298,Los Angeles Lakers,12.0,48.0,22.0,4.0,18.0,9.0,105.0,41.0,82.0,50.0,10.0,17.0,58.8,13.0,35.0,37.1,3.0,38.0,41.0,30.0,14.0,8.0,14.0,5.0,18,240:00,Philadelphia 76ers
8.0,62.0,8.0,24.0,24.0,10.0,115.0,42.0,95.0,44.2,21.0,27.0,77.8,10.0,44.0,22.7,10.0,31.0,41.0,22.0,15.0,10.0,9.0,4.0,-9,240:00,10299,Minnesota Timberwolves,12.0,40.0,16.0,9.0,11.0,9.0,124.0,44.0,82.0,53.7,15.0,21.0,71.4,21.0,36.0,58.3,10.0,37.0,47.0,31.0,23.0,8.0,18.0,3.0,9,240:00,Golden State Warriors
8.0,42.0,2.0,20.0,22.0,10.0,103.0,32.0,87.0,36.8,29.0,37.0,78.4,10.0,29.0,34.5,14.0,27.0,41.0,23.0,24.0,10.0,10.0,9.0,-16,240:00,10301,Detroit Pistons,12.0,50.0,24.0,13.0,12.0,10.0,119.0,41.0,83.0,49.4,25.0,26.0,96.2,12.0,25.0,48.0,8.0,39.0,47.0,28.0,22.0,5.0,15.0,7.0,16,240:00,Orlando Magic
6.0,38.0,3.0,9.0,13.0,11.0,92.0,30.0,86.0,34.9,25.0,27.0,92.6,7.0,36.0,19.4,16.0,36.0,52.0,15.0,25.0,5.0,16.0,8.0,-16,240:00,10302,Boston Celtics,9.0,40.0,17.0,13.0,24.0,11.0,108.0,41.0,89.0,46.1,14.0,20.0,70.0,12.0,31.0,38.7,9.0,34.0,43.0,19.0,21.0,10.0,11.0,11.0,16,240:00,Atlanta Hawks
7.0,38.0,0.0,14.0,17.0,10.0,114.0,38.0,91.0,41.8,23.0,32.0,71.9,15.0,40.0,37.5,12.0,32.0,44.0,19.0,23.0,7.0,6.0,3.0,-3,240:00,10300,Los Angeles Lakers,17.0,58.0,20.0,12.0,7.0,10.0,117.0,43.0,83.0,51.8,20.0,28.0,71.4,11.0,36.0,30.6,11.0,39.0,50.0,25.0,24.0,4.0,11.0,5.0,3,240:00,Charlotte Hornets
5.0,52.0,6.0,13.0,14.0,14.0,113.0,41.0,95.0,43.2,18.0,29.0,62.1,13.0,39.0,33.3,19.0,41.0,60.0,25.0,20.0,7.0,19.0,6.0,3,265:00,10306,Indiana Pacers,12.0,56.0,16.0,11.0,23.0,14.0,110.0,43.0,95.0,45.3,10.0,17.0,58.8,14.0,43.0,32.6,10.0,33.0,43.0,22.0,27.0,12.0,13.0,6.0,-3,265:00,Oklahoma City Thunder
12.0,42.0,18.0,7.0,23.0,9.0,125.0,46.0,81.0,56.8,16.0,20.0,80.0,17.0,39.0,43.6,4.0,30.0,34.0,20.0,24.0,10.0,13.0,4.0,15,240:00,10304,Portland Trail Blazers,11.0,54.0,1.0,9.0,18.0,8.0,110.0,38.0,79.0,48.1,24.0,31.0,77.4,10.0,41.0,24.4,5.0,33.0,38.0,25.0,22.0,6.0,17.0,3.0,-15,240:00,Houston Rockets
9.0,54.0,4.0,17.0,20.0,9.0,114.0,41.0,92.0,44.6,23.0,32.0,71.9,9.0,35.0,25.7,9.0,28.0,37.0,22.0,21.0,7.0,13.0,3.0,-7,240:00,10303,LA Clippers,14.0,40.0,23.0,12.0,10.0,7.0,121.0,40.0,85.0,47.1,26.0,27.0,96.3,15.0,34.0,44.1,12.0,39.0,51.0,28.0,23.0,6.0,18.0,3.0,7,240:00,Miami Heat
14.0,46.0,16.0,12.0,22.0,9.0,116.0,41.0,82.0,50.0,22.0,25.0,88.0,12.0,33.0,36.4,9.0,34.0,43.0,29.0,22.0,9.0,21.0,4.0,11,240:00,10294,Denver Nuggets,7.0,56.0,5.0,20.0,26.0,9.0,105.0,35.0,90.0,38.9,30.0,33.0,90.9,5.0,34.0,14.7,14.0,29.0,43.0,23.0,19.0,14.0,13.0,4.0,-11,240:00,New Orleans Pelicans
18.0,34.0,6.0,15.0,14.0,9.0,109.0,37.0,85.0,43.5,18.0,21.0,85.7,17.0,46.0,37.0,11.0,26.0,37.0,20.0,16.0,10.0,16.0,3.0,-10,240:00,10305,Utah Jazz,29.0,66.0,14.0,10.0,22.0,11.0,119.0,46.0,82.0,56.1,18.0,24.0,75.0,9.0,23.0,39.1,8.0,34.0,42.0,27.0,19.0,9.0,15.0,8.0,10,240:00,Memphis Grizzlies
22.0,54.0,10.0,8.0,10.0,10.0,122.0,46.0,88.0,52.3,22.0,26.0,84.6,8.0,30.0,26.7,4.0,33.0,37.0,22.0,16.0,5.0,6.0,2.0,-9,240:00,10307,Chicago Bulls,9.0,58.0,13.0,10.0,6.0,8.0,131.0,50.0,95.0,52.6,15.0,18.0,83.3,16.0,37.0,43.2,10.0,34.0,44.0,35.0,18.0,3.0,7.0,1.0,9,240:00,San Antonio Spurs
17.0,50.0,2.0,10.0,21.0,9.0,124.0,44.0,90.0,48.9,22.0,27.0,81.5,14.0,39.0,35.9,8.0,30.0,38.0,20.0,26.0,7.0,7.0,6.0,-10,240:00,10308,Minnesota Timberwolves,20.0,38.0,13.0,19.0,15.0,10.0,134.0,43.0,84.0,51.2,28.0,37.0,75.7,20.0,39.0,51.3,10.0,39.0,49.0,36.0,22.0,4.0,12.0,2.0,10,240:00,Phoenix Suns
10.0,42.0,0.0,15.0,20.0,9.0,108.0,39.0,84.0,46.4,16.0,28.0,57.1,14.0,40.0,35.0,11.0,34.0,45.0,21.0,23.0,6.0,14.0,4.0,-15,240:00,10309,New York Knicks,19.0,36.0,17.0,13.0,12.0,8.0,123.0,41.0,89.0,46.1,27.0,31.0,87.1,14.0,43.0,32.6,11.0,36.0,47.0,27.0,24.0,11.0,12.0,1.0,15,240:00,Milwaukee Bucks
13.0,48.0,20.0,5.0,15.0,10.0,107.0,43.0,81.0,53.1,7.0,11.0,63.6,14.0,41.0,34.1,6.0,37.0,43.0,31.0,19.0,6.0,14.0,7.0,10,240:00,10310,Boston Celtics,12.0,52.0,2.0,12.0,17.0,12.0,97.0,36.0,82.0,43.9,17.0,23.0,73.9,8.0,32.0,25.0,9.0,31.0,40.0,22.0,14.0,8.0,13.0,0.0,-10,240:00,New Orleans Pelicans
10.0,60.0,0.0,13.0,2.0,10.0,105.0,40.0,91.0,44.0,16.0,23.0,69.6,9.0,33.0,27.3,10.0,37.0,47.0,25.0,21.0,1.0,11.0,7.0,-27,240:00,10311,Indiana Pacers,17.0,64.0,29.0,17.0,6.0,12.0,132.0,51.0,96.0,53.1,14.0,22.0,63.6,16.0,34.0,47.1,11.0,35.0,46.0,31.0,19.0,8.0,5.0,7.0,27,240:00,Dallas Mavericks
14.0,36.0,17.0,7.0,22.0,12.0,101.0,36.0,82.0,43.9,17.0,20.0,85.0,12.0,35.0,34.3,10.0,33.0,43.0,24.0,21.0,9.0,13.0,2.0,-2,240:00,10312,Sacramento Kings,16.0,46.0,10.0,7.0,19.0,12.0,103.0,36.0,70.0,51.4,19.0,26.0,73.1,12.0,30.0,40.0,3.0,33.0,36.0,24.0,17.0,8.0,17.0,3.0,2,240:00,Philadelphia 76ers
10.0,46.0,0.0,7.0,11.0,10.0,95.0,35.0,84.0,41.7,15.0,21.0,71.4,10.0,29.0,34.5,7.0,30.0,37.0,27.0,12.0,6.0,12.0,5.0,-20,240:00,10314,Washington Wizards,17.0,60.0,27.0,36.0,18.0,13.0,115.0,46.0,100.0,46.0,10.0,12.0,83.3,13.0,31.0,41.9,21.0,39.0,60.0,24.0,21.0,8.0,9.0,10.0,20,240:00,Memphis Grizzlies
24.0,52.0,16.0,12.0,17.0,10.0,124.0,47.0,107.0,43.9,14.0,18.0,77.8,16.0,45.0,35.6,12.0,41.0,53.0,24.0,22.0,15.0,16.0,9.0,4,315:00,10313,Toronto Raptors,14.0,46.0,5.0,22.0,10.0,10.0,120.0,45.0,110.0,40.9,14.0,20.0,70.0,16.0,50.0,32.0,19.0,42.0,61.0,26.0,26.0,12.0,23.0,6.0,-4,315:00,Miami Heat
8.0,42.0,6.0,25.0,15.0,11.0,106.0,39.0,98.0,39.8,17.0,21.0,81.0,11.0,28.0,39.3,17.0,34.0,51.0,21.0,15.0,7.0,10.0,10.0,-4,240:00,10315,Brooklyn Nets,8.0,42.0,19.0,15.0,11.0,11.0,110.0,40.0,98.0,40.8,16.0,18.0,88.9,14.0,45.0,31.1,16.0,39.0,55.0,24.0,23.0,8.0,10.0,8.0,4,240:00,Golden State Warriors
13.0,50.0,11.0,4.0,19.0,9.0,121.0,47.0,87.0,54.0,12.0,23.0,52.2,15.0,35.0,42.9,6.0,32.0,38.0,29.0,24.0,5.0,12.0,2.0,-8,240:00,10316,Los Angeles Lakers,18.0,62.0,8.0,6.0,11.0,12.0,129.0,49.0,84.0,58.3,21.0,32.0,65.6,10.0,31.0,32.3,8.0,37.0,45.0,31.0,21.0,7.0,12.0,0.0,8,240:00,Atlanta Hawks
15.0,56.0,25.0,8.0,8.0,10.0,115.0,44.0,84.0,52.4,16.0,19.0,84.2,11.0,28.0,39.3,6.0,52.0,58.0,23.0,23.0,5.0,15.0,6.0,25,240:00,10317,LA Clippers,17.0,48.0,1.0,9.0,23.0,9.0,90.0,32.0,98.0,32.7,18.0,27.0,66.7,8.0,34.0,23.5,13.0,33.0,46.0,24.0,15.0,6.0,8.0,2.0,-25,240:00,Charlotte Hornets
6.0,36.0,8.0,5.0,8.0,8.0,116.0,43.0,83.0,51.8,12.0,16.0,75.0,18.0,39.0,46.2,5.0,31.0,36.0,23.0,12.0,4.0,12.0,3.0,-14,240:00,10318,Portland Trail Blazers,4.0,52.0,19.0,4.0,20.0,8.0,130.0,50.0,90.0,55.6,17.0,18.0,94.4,13.0,32.0,40.6,8.0,36.0,44.0,36.0,16.0,10.0,7.0,3.0,14,240:00,Chicago Bulls
5.0,46.0,15.0,16.0,6.0,15.0,105.0,38.0,82.0,46.3,16.0,25.0,64.0,13.0,34.0,38.2,12.0,29.0,41.0,25.0,20.0,6.0,11.0,6.0,-10,240:00,10319,Cleveland Cavaliers,6.0,64.0,11.0,20.0,15.0,15.0,115.0,42.0,91.0,46.2,21.0,25.0,84.0,10.0,26.0,38.5,16.0,32.0,48.0,26.0,21.0,7.0,9.0,4.0,10,240:00,Detroit Pistons
15.0,44.0,36.0,11.0,27.0,9.0,136.0,53.0,88.0,60.2,7.0,10.0,70.0,23.0,43.0,53.5,6.0,35.0,41.0,39.0,15.0,8.0,9.0,3.0,36,240:00,10321,Denver Nuggets,5.0,44.0,4.0,4.0,11.0,6.0,100.0,37.0,78.0,47.4,16.0,22.0,72.7,10.0,30.0,33.3,6.0,26.0,32.0,23.0,10.0,6.0,15.0,3.0,-36,240:00,Milwaukee Bucks
8.0,46.0,11.0,4.0,16.0,10.0,108.0,39.0,81.0,48.1,14.0,18.0,77.8,16.0,38.0,42.1,7.0,33.0,40.0,22.0,19.0,9.0,18.0,4.0,-2,240:00,10320,Dallas Mavericks,16.0,60.0,12.0,16.0,26.0,11.0,110.0,43.0,84.0,51.2,13.0,16.0,81.2,11.0,34.0,32.4,9.0,31.0,40.0,26.0,16.0,8.0,16.0,1.0,2,240:00,Orlando Magic
6.0,44.0,12.0,8.0,17.0,12.0,110.0,45.0,100.0,45.0,7.0,8.0,87.5,13.0,37.0,35.1,11.0,32.0,43.0,27.0,15.0,6.0,11.0,3.0,-5,240:00,10323,San Antonio Spurs,10.0,52.0,6.0,10.0,14.0,14.0,115.0,48.0,97.0,49.5,8.0,12.0,66.7,11.0,32.0,34.4,11.0,35.0,46.0,31.0,12.0,6.0,8.0,5.0,5,240:00,Phoenix Suns
9.0,38.0,7.0,13.0,16.0,11.0,106.0,38.0,81.0,46.9,15.0,21.0,71.4,15.0,40.0,37.5,9.0,29.0,38.0,23.0,24.0,8.0,18.0,4.0,-20,240:00,10322,Utah Jazz,15.0,66.0,21.0,16.0,22.0,11.0,126.0,49.0,89.0,55.1,15.0,18.0,83.3,13.0,31.0,41.9,10.0,30.0,40.0,35.0,15.0,11.0,16.0,2.0,20,240:00,Minnesota Timberwolves
10.0,46.0,9.0,16.0,2.0,9.0,90.0,33.0,85.0,38.8,18.0,21.0,85.7,6.0,30.0,20.0,16.0,35.0,51.0,26.0,18.0,6.0,13.0,8.0,-3,240:00,10324,New Orleans Pelicans,9.0,44.0,5.0,5.0,15.0,7.0,93.0,36.0,84.0,42.9,12.0,14.0,85.7,9.0,31.0,29.0,7.0,30.0,37.0,26.0,19.0,6.0,9.0,9.0,3,240:00,Cleveland Cavaliers
29.0,72.0,4.0,18.0,30.0,9.0,119.0,47.0,102.0,46.1,19.0,28.0,67.9,6.0,30.0,20.0,15.0,33.0,48.0,18.0,15.0,14.0,14.0,6.0,-3,265:00,10326,Memphis Grizzlies,16.0,68.0,17.0,22.0,17.0,10.0,122.0,49.0,100.0,49.0,13.0,15.0,86.7,11.0,31.0,35.5,14.0,35.0,49.0,30.0,23.0,8.0,21.0,12.0,3,265:00,Philadelphia 76ers
5.0,46.0,8.0,13.0,17.0,9.0,116.0,45.0,96.0,46.9,11.0,13.0,84.6,15.0,44.0,34.1,10.0,31.0,41.0,25.0,15.0,7.0,9.0,5.0,-6,240:00,10325,LA Clippers,11.0,68.0,12.0,17.0,12.0,12.0,122.0,50.0,95.0,52.6,8.0,12.0,66.7,14.0,29.0,48.3,11.0,39.0,50.0,31.0,12.0,3.0,11.0,5.0,6,240:00,Indiana Pacers
8.0,40.0,3.0,17.0,18.0,7.0,96.0,37.0,86.0,43.0,11.0,22.0,50.0,11.0,38.0,28.9,9.0,27.0,36.0,24.0,23.0,6.0,16.0,5.0,-20,240:00,10328,Sacramento Kings,14.0,42.0,29.0,15.0,22.0,8.0,116.0,40.0,80.0,50.0,23.0,29.0,79.3,13.0,35.0,37.1,8.0,39.0,47.0,25.0,20.0,12.0,17.0,5.0,20,240:00,New York Knicks
10.0,30.0,9.0,12.0,7.0,10.0,106.0,38.0,89.0,42.7,12.0,17.0,70.6,18.0,36.0,50.0,6.0,37.0,43.0,21.0,15.0,7.0,8.0,8.0,6,240:00,10332,Toronto Raptors,7.0,32.0,11.0,9.0,8.0,11.0,100.0,37.0,81.0,45.7,14.0,16.0,87.5,12.0,32.0,37.5,5.0,41.0,46.0,28.0,20.0,6.0,15.0,5.0,-6,240:00,Atlanta Hawks
2.0,26.0,0.0,8.0,8.0,8.0,92.0,34.0,87.0,39.1,7.0,10.0,70.0,17.0,44.0,38.6,10.0,28.0,38.0,25.0,22.0,6.0,18.0,2.0,-30,240:00,10327,Miami Heat,13.0,40.0,32.0,13.0,24.0,8.0,122.0,44.0,84.0,52.4,18.0,27.0,66.7,16.0,42.0,38.1,9.0,35.0,44.0,24.0,15.0,9.0,10.0,6.0,30,240:00,Boston Celtics
4.0,42.0,18.0,8.0,15.0,11.0,81.0,34.0,81.0,42.0,6.0,8.0,75.0,7.0,38.0,18.4,6.0,35.0,41.0,18.0,20.0,7.0,14.0,6.0,-17,240:00,10330,Portland Trail Blazers,8.0,44.0,19.0,8.0,15.0,15.0,98.0,35.0,86.0,40.7,16.0,17.0,94.1,12.0,41.0,29.3,11.0,39.0,50.0,22.0,13.0,6.0,12.0,3.0,17,240:00,Oklahoma City Thunder
21.0,40.0,18.0,8.0,21.0,11.0,122.0,43.0,80.0,53.8,19.0,23.0,82.6,17.0,40.0,42.5,7.0,34.0,41.0,23.0,24.0,10.0,14.0,8.0,14,240:00,10329,Golden State Warriors,5.0,40.0,4.0,17.0,15.0,10.0,108.0,36.0,84.0,42.9,20.0,29.0,69.0,16.0,43.0,37.2,9.0,28.0,37.0,25.0,19.0,4.0,16.0,3.0,-14,240:00,Houston Rockets
2.0,46.0,11.0,25.0,12.0,11.0,111.0,39.0,89.0,43.8,25.0,28.0,89.3,8.0,28.0,28.6,16.0,30.0,46.0,24.0,17.0,8.0,15.0,5.0,10,240:00,10331,New Orleans Pelicans,5.0,50.0,15.0,13.0,16.0,13.0,101.0,41.0,84.0,48.8,11.0,14.0,78.6,8.0,32.0,25.0,6.0,29.0,35.0,21.0,25.0,7.0,18.0,3.0,-10,240:00,Detroit Pistons
8.0,52.0,15.0,10.0,19.0,8.0,106.0,38.0,78.0,48.7,22.0,25.0,88.0,8.0,30.0,26.7,10.0,28.0,38.0,26.0,25.0,8.0,16.0,1.0,-4,240:00,10349,Miami Heat,10.0,40.0,8.0,19.0,24.0,10.0,110.0,39.0,81.0,48.1,20.0,29.0,69.0,12.0,26.0,46.2,15.0,28.0,43.0,20.0,24.0,9.0,15.0,3.0,4,240:00,Toronto Raptors
2.0,38.0,3.0,9.0,8.0,9.0,98.0,36.0,82.0,43.9,14.0,20.0,70.0,12.0,35.0,34.3,7.0,33.0,40.0,22.0,16.0,4.0,12.0,5.0,-14,240:00,10333,Washington Wizards,14.0,56.0,17.0,8.0,10.0,12.0,112.0,46.0,92.0,50.0,8.0,9.0,88.9,12.0,38.0,31.6,8.0,36.0,44.0,26.0,17.0,7.0,9.0,2.0,14,240:00,Milwaukee Bucks
21.0,58.0,7.0,9.0,11.0,11.0,115.0,46.0,93.0,49.5,9.0,11.0,81.8,14.0,39.0,35.9,3.0,33.0,36.0,33.0,18.0,7.0,9.0,4.0,-11,240:00,10334,Orlando Magic,19.0,46.0,13.0,14.0,4.0,11.0,126.0,46.0,90.0,51.1,23.0,29.0,79.3,11.0,30.0,36.7,11.0,38.0,49.0,25.0,15.0,5.0,9.0,6.0,11,240:00,Chicago Bulls
11.0,42.0,7.0,13.0,13.0,9.0,115.0,38.0,89.0,42.7,25.0,28.0,89.3,14.0,44.0,31.8,10.0,36.0,46.0,27.0,17.0,7.0,12.0,4.0,-15,240:00,10335,Denver Nuggets,11.0,46.0,30.0,19.0,13.0,12.0,130.0,46.0,93.0,49.5,19.0,25.0,76.0,19.0,45.0,42.2,13.0,39.0,52.0,35.0,21.0,8.0,10.0,9.0,15,240:00,Minnesota Timberwolves
7.0,40.0,4.0,28.0,19.0,11.0,124.0,43.0,96.0,44.8,18.0,18.0,100,20.0,46.0,43.5,15.0,31.0,46.0,30.0,17.0,10.0,14.0,3.0,4,240:00,10336,Golden State Warriors,17.0,54.0,17.0,5.0,23.0,8.0,120.0,46.0,83.0,55.4,12.0,17.0,70.6,16.0,33.0,48.5,5.0,29.0,34.0,33.0,17.0,7.0,14.0,7.0,-4,240:00,San Antonio Spurs
5.0,42.0,1.0,7.0,15.0,9.0,111.0,40.0,81.0,49.4,15.0,21.0,71.4,16.0,40.0,40.0,6.0,27.0,33.0,25.0,27.0,7.0,11.0,1.0,-10,240:00,10337,Brooklyn Nets,4.0,44.0,14.0,11.0,17.0,9.0,121.0,42.0,76.0,55.3,26.0,31.0,83.9,11.0,31.0,35.5,7.0,30.0,37.0,26.0,19.0,8.0,15.0,4.0,10,240:00,Phoenix Suns
12.0,50.0,12.0,9.0,5.0,10.0,106.0,41.0,90.0,45.6,15.0,19.0,78.9,9.0,22.0,40.9,15.0,37.0,52.0,25.0,14.0,1.0,8.0,5.0,3,240:00,10339,Washington Wizards,5.0,44.0,5.0,5.0,6.0,10.0,103.0,41.0,91.0,45.1,10.0,13.0,76.9,11.0,27.0,40.7,10.0,31.0,41.0,23.0,20.0,2.0,4.0,4.0,-3,240:00,Philadelphia 76ers
14.0,60.0,4.0,11.0,10.0,11.0,119.0,42.0,95.0,44.2,24.0,26.0,92.3,11.0,35.0,31.4,9.0,43.0,52.0,29.0,21.0,5.0,12.0,3.0,1,240:00,10338,Orlando Magic,15.0,46.0,17.0,5.0,11.0,10.0,118.0,44.0,98.0,44.9,16.0,23.0,69.6,14.0,32.0,43.8,7.0,39.0,46.0,25.0,19.0,7.0,8.0,1.0,-1,240:00,Indiana Pacers
16.0,48.0,19.0,25.0,17.0,10.0,120.0,44.0,102.0,43.1,16.0,23.0,69.6,16.0,39.0,41.0,15.0,36.0,51.0,30.0,18.0,11.0,9.0,5.0,12,240:00,10341,Memphis Grizzlies,18.0,50.0,1.0,15.0,10.0,10.0,108.0,38.0,88.0,43.2,20.0,26.0,76.9,12.0,36.0,33.3,13.0,35.0,48.0,23.0,19.0,5.0,15.0,10.0,-12,240:00,New York Knicks
24.0,42.0,5.0,8.0,21.0,10.0,107.0,37.0,87.0,42.5,21.0,27.0,77.8,12.0,40.0,30.0,14.0,32.0,46.0,18.0,20.0,12.0,16.0,4.0,-6,240:00,10340,Charlotte Hornets,10.0,44.0,12.0,11.0,28.0,9.0,113.0,42.0,82.0,51.2,15.0,17.0,88.2,14.0,36.0,38.9,6.0,36.0,42.0,31.0,21.0,9.0,18.0,5.0,6,240:00,Boston Celtics
15.0,60.0,7.0,12.0,17.0,7.0,104.0,41.0,80.0,51.2,15.0,27.0,55.6,7.0,21.0,33.3,12.0,36.0,48.0,23.0,27.0,6.0,17.0,4.0,-11,240:00,10342,Cleveland Cavaliers,12.0,48.0,15.0,8.0,27.0,10.0,115.0,39.0,82.0,47.6,23.0,33.0,69.7,14.0,40.0,35.0,8.0,29.0,37.0,25.0,23.0,11.0,12.0,3.0,11,240:00,Houston Rockets
8.0,48.0,12.0,22.0,8.0,8.0,120.0,41.0,86.0,47.7,21.0,25.0,84.0,17.0,37.0,45.9,14.0,36.0,50.0,25.0,16.0,6.0,18.0,8.0,6,265:00,10343,Oklahoma City Thunder,2.0,54.0,7.0,23.0,21.0,10.0,114.0,46.0,98.0,46.9,8.0,10.0,80.0,14.0,43.0,32.6,13.0,26.0,39.0,28.0,21.0,12.0,13.0,8.0,-6,265:00,Dallas Mavericks
10.0,56.0,12.0,19.0,21.0,14.0,101.0,41.0,84.0,48.8,11.0,14.0,78.6,8.0,25.0,32.0,10.0,30.0,40.0,22.0,16.0,7.0,13.0,12.0,-11,240:00,10345,Brooklyn Nets,6.0,40.0,11.0,13.0,15.0,11.0,112.0,41.0,93.0,44.1,16.0,18.0,88.9,14.0,42.0,33.3,15.0,33.0,48.0,23.0,15.0,8.0,11.0,7.0,11,240:00,Sacramento Kings
