visitor_fastBreakPoints,visitor_pointsInPaint,visitor_biggestLead,visitor_secondChancePoints,visitor_pointsOffTurnovers,visitor_longestRun,visitor_points,visitor_fgm,visitor_fga,visitor_fgp,visitor_ftm,visitor_fta,visitor_ftp,visitor_tpm,visitor_tpa,visitor_tpp,visitor_offReb,visitor_defReb,visitor_totReb,visitor_assists,visitor_pFouls,visitor_steals,visitor_turnovers,visitor_blocks,visitor_plusMinus,visitor_min,game_id,visitor_team,home_fastBreakPoints,home_pointsInPaint,home_biggestLead,home_secondChancePoints,home_pointsOffTurnovers,home_longestRun,home_points,home_fgm,home_fga,home_fgp,home_ftm,home_fta,home_ftp,home_tpm,home_tpa,home_tpp,home_offReb,home_defReb,home_totReb,home_assists,home_pFouls,home_steals,home_turnovers,home_blocks,home_plusMinus,home_min,home_team
24.0,62.0,5.0,4.0,15.0,10.0,131.0,48.0,88.0,54.5,21.0,24.0,87.5,14.0,41.0,34.1,9.0,30.0,39.0,31.0,24.0,6.0,12.0,1.0,-5,240:00,10125,Atlanta Hawks,11.0,48.0,13.0,22.0,22.0,9.0,136.0,47.0,89.0,52.8,24.0,28.0,85.7,18.0,41.0,43.9,12.0,29.0,41.0,29.0,19.0,10.0,9.0,3.0,5,240:00,Portland Trail Blazers
6.0,32.0,3.0,14.0,12.0,9.0,108.0,37.0,90.0,41.1,17.0,19.0,89.5,17.0,42.0,40.5,11.0,38.0,49.0,24.0,13.0,5.0,18.0,2.0,-7,240:00,10124,Miami Heat,27.0,58.0,13.0,6.0,26.0,8.0,115.0,45.0,92.0,48.9,11.0,13.0,84.6,14.0,38.0,36.8,7.0,36.0,43.0,39.0,17.0,11.0,12.0,6.0,7,240:00,Golden State Warriors
14.0,64.0,27.0,13.0,31.0,10.0,122.0,49.0,93.0,52.7,8.0,9.0,88.9,16.0,45.0,35.6,11.0,29.0,40.0,34.0,14.0,9.0,17.0,4.0,18,240:00,10126,Minnesota Timberwolves,4.0,42.0,2.0,9.0,24.0,9.0,104.0,39.0,78.0,50.0,15.0,17.0,88.2,11.0,32.0,34.4,4.0,27.0,31.0,22.0,10.0,12.0,20.0,3.0,-18,240:00,LA Clippers
10.0,60.0,7.0,20.0,13.0,12.0,104.0,41.0,95.0,43.2,13.0,19.0,68.4,9.0,35.0,25.7,17.0,33.0,50.0,27.0,23.0,6.0,20.0,3.0,-25,240:00,10128,San Antonio Spurs,25.0,42.0,31.0,26.0,26.0,12.0,129.0,45.0,96.0,46.9,21.0,29.0,72.4,18.0,44.0,40.9,16.0,36.0,52.0,30.0,20.0,13.0,12.0,8.0,25,240:00,Toronto Raptors
17.0,58.0,6.0,14.0,14.0,15.0,110.0,42.0,90.0,46.7,17.0,22.0,77.3,9.0,27.0,33.3,12.0,33.0,45.0,21.0,18.0,6.0,9.0,8.0,4,240:00,10127,Memphis Grizzlies,7.0,56.0,11.0,18.0,14.0,13.0,106.0,40.0,92.0,43.5,16.0,21.0,76.2,10.0,34.0,29.4,14.0,35.0,49.0,28.0,14.0,2.0,11.0,6.0,-4,240:00,Cleveland Cavaliers
5.0,38.0,8.0,9.0,13.0,16.0,94.0,32.0,76.0,42.1,21.0,32.0,65.6,9.0,38.0,23.7,9.0,26.0,35.0,22.0,20.0,3.0,10.0,3.0,-10,240:00,10129,Indiana Pacers,2.0,54.0,12.0,7.0,14.0,16.0,104.0,39.0,80.0,48.8,20.0,28.0,71.4,6.0,28.0,21.4,14.0,37.0,51.0,17.0,23.0,6.0,9.0,0.0,10,240:00,New York Knicks
15.0,34.0,16.0,7.0,14.0,9.0,123.0,46.0,85.0,54.1,14.0,20.0,70.0,17.0,31.0,54.8,5.0,37.0,42.0,32.0,24.0,7.0,10.0,5.0,13,240:00,10130,Phoenix Suns,17.0,50.0,0.0,26.0,10.0,11.0,110.0,36.0,89.0,40.4,28.0,32.0,87.5,10.0,33.0,30.3,15.0,33.0,48.0,28.0,21.0,7.0,12.0,3.0,-13,240:00,New Orleans Pelicans
6.0,46.0,7.0,11.0,10.0,11.0,114.0,43.0,83.0,51.8,14.0,18.0,77.8,14.0,34.0,41.2,9.0,36.0,45.0,31.0,18.0,2.0,18.0,3.0,-8,240:00,10131,Sacramento Kings,7.0,62.0,8.0,18.0,21.0,11.0,122.0,49.0,99.0,49.5,13.0,20.0,65.0,11.0,32.0,34.4,14.0,30.0,44.0,24.0,16.0,6.0,5.0,5.0,8,240:00,Los Angeles Lakers
12.0,50.0,11.0,9.0,28.0,10.0,116.0,43.0,85.0,50.6,18.0,24.0,75.0,12.0,28.0,42.9,10.0,32.0,42.0,26.0,16.0,8.0,15.0,4.0,10,240:00,10133,Philadelphia 76ers,13.0,44.0,11.0,12.0,18.0,10.0,106.0,40.0,90.0,44.4,14.0,20.0,70.0,12.0,39.0,30.8,14.0,33.0,47.0,22.0,30.0,9.0,19.0,3.0,-10,240:00,Orlando Magic
20.0,48.0,0.0,16.0,23.0,18.0,111.0,43.0,92.0,46.7,11.0,20.0,55.0,14.0,42.0,33.3,9.0,27.0,36.0,26.0,21.0,12.0,13.0,3.0,-29,240:00,10132,Detroit Pistons,22.0,46.0,36.0,7.0,28.0,18.0,140.0,48.0,81.0,59.3,20.0,29.0,69.0,24.0,42.0,57.1,8.0,41.0,49.0,39.0,21.0,6.0,17.0,3.0,29,240:00,Charlotte Hornets
4.0,62.0,12.0,17.0,9.0,9.0,114.0,40.0,85.0,47.1,25.0,32.0,78.1,9.0,26.0,34.6,10.0,38.0,48.0,15.0,24.0,10.0,20.0,2.0,3,240:00,10134,Houston Rockets,4.0,52.0,4.0,15.0,26.0,7.0,111.0,40.0,91.0,44.0,21.0,26.0,80.8,10.0,39.0,25.6,9.0,32.0,41.0,18.0,27.0,9.0,15.0,6.0,-3,240:00,Washington Wizards
10.0,40.0,6.0,10.0,11.0,8.0,99.0,42.0,88.0,47.7,5.0,5.0,100,10.0,26.0,38.5,12.0,36.0,48.0,20.0,13.0,6.0,17.0,5.0,2,240:00,10135,San Antonio Spurs,6.0,48.0,4.0,13.0,8.0,8.0,97.0,40.0,90.0,44.4,8.0,9.0,88.9,9.0,28.0,32.1,13.0,28.0,41.0,19.0,12.0,10.0,8.0,9.0,-2,240:00,Boston Celtics
17.0,60.0,12.0,17.0,21.0,10.0,129.0,49.0,86.0,57.0,26.0,29.0,89.7,5.0,21.0,23.8,9.0,29.0,38.0,28.0,20.0,13.0,11.0,4.0,8,240:00,10136,Brooklyn Nets,13.0,46.0,19.0,10.0,12.0,10.0,121.0,41.0,82.0,50.0,26.0,28.0,92.9,13.0,39.0,33.3,7.0,26.0,33.0,26.0,19.0,3.0,15.0,5.0,-8,240:00,Indiana Pacers
7.0,54.0,7.0,17.0,9.0,16.0,82.0,33.0,81.0,40.7,11.0,16.0,68.8,5.0,28.0,17.9,8.0,38.0,46.0,20.0,20.0,10.0,16.0,5.0,-17,240:00,10137,Golden State Warriors,6.0,36.0,17.0,6.0,14.0,14.0,99.0,33.0,87.0,37.9,21.0,26.0,80.8,12.0,40.0,30.0,10.0,36.0,46.0,22.0,15.0,6.0,12.0,5.0,17,240:00,Dallas Mavericks
13.0,32.0,15.0,21.0,22.0,11.0,117.0,42.0,89.0,47.2,17.0,25.0,68.0,16.0,36.0,44.4,10.0,34.0,44.0,24.0,20.0,8.0,14.0,4.0,6,240:00,10138,Toronto Raptors,1.0,32.0,14.0,18.0,17.0,15.0,111.0,38.0,85.0,44.7,18.0,26.0,69.2,17.0,39.0,43.6,9.0,36.0,45.0,22.0,18.0,10.0,17.0,8.0,-6,240:00,Milwaukee Bucks
19.0,46.0,0.0,21.0,20.0,12.0,90.0,33.0,90.0,36.7,15.0,18.0,83.3,9.0,35.0,25.7,14.0,38.0,52.0,21.0,18.0,11.0,17.0,7.0,-8,240:00,10139,Oklahoma City Thunder,9.0,42.0,21.0,23.0,17.0,14.0,98.0,36.0,90.0,40.0,14.0,20.0,70.0,12.0,44.0,27.3,15.0,40.0,55.0,23.0,16.0,11.0,16.0,7.0,8,240:00,Minnesota Timberwolves
11.0,34.0,19.0,21.0,8.0,11.0,115.0,37.0,82.0,45.1,22.0,29.0,75.9,19.0,41.0,46.3,14.0,36.0,50.0,29.0,21.0,3.0,11.0,3.0,6,240:00,10141,Miami Heat,12.0,32.0,2.0,16.0,12.0,9.0,109.0,33.0,78.0,42.3,28.0,36.0,77.8,15.0,38.0,39.5,8.0,28.0,36.0,18.0,23.0,8.0,5.0,4.0,-6,240:00,Portland Trail Blazers
4.0,58.0,13.0,8.0,12.0,9.0,115.0,43.0,92.0,46.7,15.0,18.0,83.3,14.0,41.0,34.1,8.0,36.0,44.0,22.0,18.0,7.0,7.0,4.0,6,240:00,10140,Utah Jazz,6.0,56.0,3.0,8.0,6.0,10.0,109.0,42.0,88.0,47.7,14.0,15.0,93.3,11.0,36.0,30.6,6.0,36.0,42.0,27.0,21.0,2.0,12.0,4.0,-6,240:00,Denver Nuggets
13.0,52.0,9.0,7.0,15.0,9.0,108.0,39.0,86.0,45.3,22.0,30.0,73.3,8.0,30.0,26.7,10.0,38.0,48.0,20.0,14.0,8.0,10.0,5.0,6,240:00,10142,Atlanta Hawks,9.0,46.0,3.0,16.0,14.0,12.0,102.0,38.0,90.0,42.2,15.0,20.0,75.0,11.0,27.0,40.7,10.0,37.0,47.0,15.0,20.0,6.0,11.0,1.0,-6,240:00,Sacramento Kings
12.0,32.0,25.0,8.0,18.0,12.0,105.0,38.0,80.0,47.5,12.0,13.0,92.3,17.0,45.0,37.8,8.0,30.0,38.0,22.0,16.0,5.0,12.0,10.0,-3,240:00,10143,Boston Celtics,7.0,32.0,3.0,21.0,17.0,14.0,108.0,40.0,90.0,44.4,10.0,15.0,66.7,18.0,36.0,50.0,11.0,31.0,42.0,23.0,17.0,8.0,8.0,1.0,3,240:00,New York Knicks
11.0,42.0,2.0,13.0,21.0,15.0,88.0,34.0,99.0,34.3,10.0,13.0,76.9,10.0,44.0,22.7,10.0,29.0,39.0,23.0,14.0,7.0,11.0,3.0,-30,240:00,10144,Detroit Pistons,21.0,70.0,31.0,17.0,15.0,17.0,118.0,48.0,98.0,49.0,12.0,19.0,63.2,10.0,32.0,31.2,18.0,43.0,61.0,31.0,18.0,8.0,18.0,9.0,30,240:00,Memphis Grizzlies
7.0,50.0,11.0,8.0,22.0,9.0,96.0,37.0,87.0,42.5,15.0,18.0,83.3,7.0,33.0,21.2,8.0,35.0,43.0,22.0,24.0,12.0,14.0,6.0,-5,240:00,10145,Golden State Warriors,15.0,44.0,10.0,16.0,7.0,9.0,101.0,35.0,83.0,42.2,23.0,29.0,79.3,8.0,34.0,23.5,8.0,38.0,46.0,20.0,18.0,7.0,17.0,5.0,5,240:00,New Orleans Pelicans
12.0,28.0,7.0,8.0,4.0,8.0,89.0,31.0,86.0,36.0,21.0,25.0,84.0,6.0,28.0,21.4,8.0,41.0,49.0,20.0,16.0,5.0,12.0,7.0,-17,240:00,10146,LA Clippers,7.0,52.0,19.0,28.0,18.0,11.0,106.0,44.0,107.0,41.1,8.0,10.0,80.0,10.0,31.0,32.3,21.0,42.0,63.0,22.0,20.0,5.0,8.0,7.0,17,240:00,Phoenix Suns
6.0,46.0,0.0,6.0,11.0,10.0,100.0,38.0,92.0,41.3,15.0,20.0,75.0,9.0,30.0,30.0,11.0,28.0,39.0,22.0,21.0,6.0,12.0,6.0,-19,240:00,10147,San Antonio Spurs,18.0,58.0,21.0,23.0,16.0,8.0,119.0,45.0,87.0,51.7,21.0,27.0,77.8,8.0,23.0,34.8,12.0,37.0,49.0,28.0,18.0,7.0,13.0,4.0,19,240:00,Philadelphia 76ers
12.0,42.0,24.0,27.0,6.0,10.0,121.0,44.0,96.0,45.8,17.0,21.0,81.0,16.0,45.0,35.6,13.0,32.0,45.0,21.0,20.0,6.0,10.0,3.0,12,240:00,10148,Milwaukee Bucks,14.0,62.0,0.0,16.0,12.0,9.0,109.0,42.0,92.0,45.7,19.0,20.0,95.0,6.0,27.0,22.2,14.0,35.0,49.0,23.0,16.0,8.0,10.0,5.0,-12,240:00,Brooklyn Nets
13.0,38.0,17.0,17.0,9.0,15.0,108.0,39.0,81.0,48.1,13.0,18.0,72.2,17.0,38.0,44.7,7.0,33.0,40.0,23.0,21.0,3.0,21.0,4.0,-14,240:00,10149,Utah Jazz,21.0,52.0,16.0,26.0,28.0,15.0,122.0,45.0,100.0,45.0,20.0,25.0,80.0,12.0,41.0,29.3,19.0,29.0,48.0,26.0,17.0,11.0,7.0,7.0,14,240:00,Toronto Raptors
25.0,60.0,3.0,17.0,19.0,11.0,122.0,45.0,88.0,51.1,25.0,26.0,96.2,7.0,24.0,29.2,10.0,31.0,41.0,28.0,15.0,8.0,15.0,5.0,-8,240:00,10150,Washington Wizards,24.0,48.0,19.0,16.0,20.0,9.0,130.0,48.0,91.0,52.7,19.0,21.0,90.5,15.0,33.0,45.5,10.0,31.0,41.0,34.0,21.0,11.0,15.0,3.0,8,240:00,Chicago Bulls
11.0,54.0,31.0,16.0,18.0,10.0,130.0,49.0,90.0,54.4,15.0,28.0,53.6,17.0,38.0,44.7,11.0,44.0,55.0,34.0,24.0,6.0,14.0,4.0,24,240:00,10151,Dallas Mavericks,15.0,48.0,4.0,6.0,12.0,10.0,106.0,37.0,87.0,42.5,20.0,29.0,69.0,12.0,43.0,27.9,7.0,33.0,40.0,17.0,20.0,6.0,13.0,3.0,-24,240:00,Houston Rockets
12.0,56.0,41.0,13.0,34.0,16.0,135.0,50.0,90.0,55.6,18.0,25.0,72.0,17.0,41.0,41.5,8.0,37.0,45.0,39.0,18.0,12.0,15.0,8.0,30,240:00,10152,Minnesota Timberwolves,8.0,38.0,4.0,17.0,20.0,16.0,105.0,36.0,89.0,40.4,18.0,23.0,78.3,15.0,44.0,34.1,13.0,32.0,45.0,26.0,23.0,10.0,19.0,4.0,-30,240:00,Oklahoma City Thunder
10.0,44.0,4.0,11.0,16.0,10.0,111.0,40.0,92.0,43.5,20.0,24.0,83.3,11.0,29.0,37.9,12.0,35.0,47.0,21.0,19.0,6.0,11.0,3.0,-10,240:00,10153,Sacramento Kings,16.0,70.0,21.0,5.0,18.0,12.0,121.0,47.0,85.0,55.3,15.0,24.0,62.5,12.0,34.0,35.3,5.0,36.0,41.0,32.0,20.0,5.0,7.0,7.0,10,240:00,Denver Nuggets
12.0,38.0,15.0,10.0,19.0,8.0,114.0,39.0,80.0,48.8,19.0,29.0,65.5,17.0,39.0,43.6,8.0,35.0,43.0,22.0,15.0,7.0,8.0,3.0,13,240:00,10155,Cleveland Cavaliers,12.0,38.0,3.0,21.0,11.0,8.0,101.0,37.0,92.0,40.2,11.0,19.0,57.9,16.0,35.0,45.7,16.0,35.0,51.0,22.0,19.0,8.0,11.0,5.0,-13,240:00,Portland Trail Blazers
