home_team,visitor_team,home_points,visitor_ORtg,home_ORtg,visitor_DRtg,home_DRtg,visitor_ts%,home_ts%,home_win
Oklahoma City Thunder,Boston Celtics,95.0,99.48778565799843,90.47619047619048,93.57762017336486,96.19047619047619,0.5023875845602865,0.4523809523809524,0
Los Angeles Lakers,Denver Nuggets,121.0,103.82513661202186,114.02186204297023,110.20036429872495,107.42555597436862,0.5654761904761905,0.5924402663533098,1
Charlotte Hornets,Chicago Bulls,135.0,106.34028892455858,136.30856219709207,135.43338683788122,107.02746365105007,0.5597803126320237,0.6747301079568172,1
Toronto Raptors,Dallas Mavericks,116.0,100.41291291291292,116.23246492985973,108.85885885885887,107.21442885771543,0.5216458658346333,0.5811623246492986,1
New York Knicks,Golden State Warriors,100.0,127.64260071798962,96.82416731216111,99.7207818109294,123.93493415956623,0.693541395752059,0.5247691015952981,0
Minnesota Timberwolves,Milwaukee Bucks,95.0,116.9973792587046,86.42649199417758,88.91800823661549,113.71906841339157,0.6453944650970673,0.3960973982655103,0
Houston Rockets,LA Clippers,113.0,125.80401059402195,106.60377358490567,106.88611426409382,125.47169811320755,0.6947346427078981,0.518348623853211,0
New Orleans Pelicans,Brooklyn Nets,117.0,107.87992495309568,110.96358118361154,109.75609756097562,109.06676783004552,0.5497131931166348,0.5345394736842105,1
Sacramento Kings,Washington Wizards,116.0,99.89297181591152,106.3049853372434,103.46057795219407,102.63929618768329,0.5826050769870994,0.5517503805175038,1
Detroit Pistons,Boston Celtics,89.0,106.86274509803921,86.57587548638132,87.25490196078431,106.03112840466926,0.5618556701030928,0.4550102249488753,0
New Orleans Pelicans,Utah Jazz,111.0,118.61969805895039,98.43916282369635,99.74838245866283,117.06278822277403,0.6329113924050633,0.515033407572383,0
Philadelphia 76ers,Charlotte Hornets,105.0,97.5748389541493,103.75494071146245,99.46949602122017,101.7786561264822,0.4878741947707465,0.5038387715930902,1
Cleveland Cavaliers,Indiana Pacers,107.0,123.39278307756119,113.01225179552175,110.94981335545417,125.68652302492606,0.6963951310861424,0.5591555183946488,0
Atlanta Hawks,Chicago Bulls,85.0,95.06076048608388,80.85996955859969,83.30066640533124,92.27549467275495,0.5386494891159485,0.4515512112197195,0
Miami Heat,Portland Trail Blazers,120.0,109.5538886695618,116.0092807424594,118.43663639952626,107.30858468677495,0.5532296650717704,0.5584512285927029,1
Memphis Grizzlies,Phoenix Suns,117.0,95.65563969709048,119.77886977886978,116.580310880829,98.28009828009827,0.555812876331635,0.6596752368064952,1
Milwaukee Bucks,Orlando Magic,113.0,83.88643067846607,105.48917102315161,104.16666666666666,84.9514563106796,0.41943215339233036,0.6133304385584021,1
San Antonio Spurs,Los Angeles Lakers,110.0,102.00153964588145,107.25429017160685,105.8506543494996,103.3541341653666,0.5643100511073254,0.5415517920441119,1
Brooklyn Nets,Golden State Warriors,114.0,120.53033346725593,110.03861003861005,114.50381679389312,115.83011583011584,0.6026516673362796,0.608974358974359,0
Dallas Mavericks,Utah Jazz,104.0,113.36276083467094,100.97087378640776,104.3338683788122,109.70873786407766,0.6300178412132025,0.5098039215686274,0
Oklahoma City Thunder,Phoenix Suns,117.0,100.10921004732435,109.9624060150376,106.479796141245,103.38345864661653,0.5619125459746629,0.5826693227091633,1
LA Clippers,Washington Wizards,136.0,95.13355287230151,125.09197939661516,124.40541529454812,95.65857247976453,0.47566776436150754,0.6254598969830758,1
Philadelphia 76ers,Atlanta Hawks,113.0,86.59638554216868,102.80203784570597,106.36295180722892,83.69723435225619,0.44556373498643936,0.5284324728769173,1
Indiana Pacers,Portland Trail Blazers,93.0,108.51243152128107,93.18637274549098,97.97724399494311,103.20641282565131,0.5993947858472998,0.47064777327935226,0
Miami Heat,Sacramento Kings,113.0,110.8108108108108,100.92890317970704,101.8018018018018,109.86066452304392,0.5694444444444444,0.5282348541510845,0
New York Knicks,Brooklyn Nets,115.0,103.58221838584376,118.6545604622369,124.08286577470867,99.0507635163021,0.5123825789923142,0.5754603682946356,1
Minnesota Timberwolves,Los Angeles Lakers,124.0,107.52688172043013,117.87072243346006,111.11111111111111,114.06844106463878,0.5424954792043399,0.5575539568345323,1
Chicago Bulls,Golden State Warriors,124.0,139.9849680571214,115.93118922961854,116.49755730928221,139.30441286462226,0.6934102755026061,0.5638413968715896,0
Milwaukee Bucks,Toronto Raptors,124.0,98.80348078317623,113.38697878566204,112.40029006526468,99.67081199707388,0.4725979882067291,0.6177760063770427,1
San Antonio Spurs,Dallas Mavericks,113.0,96.01706970128022,100.67712045616537,100.46230440967283,96.2223806129722,0.5483346872461413,0.5636472466081405,1
Denver Nuggets,New Orleans Pelicans,116.0,104.91493383742912,108.28976848394322,109.64083175803403,103.62210604929052,0.6112334801762115,0.5624515128006206,1
Cleveland Cavaliers,Atlanta Hawks,136.0,108.0773606370876,124.86228424531767,128.93439514599925,104.66397355857511,0.6370138578453285,0.6243114212265883,1
Charlotte Hornets,Miami Heat,125.0,110.17940717628704,125.30072173215716,121.8798751950078,113.27185244587008,0.5791307913079131,0.6665955631399317,1
Orlando Magic,Sacramento Kings,99.0,104.4513861772745,93.67903103709311,96.6419367434596,101.24905374716124,0.5605616093880973,0.4916567342073897,0
Toronto Raptors,Philadelphia 76ers,129.0,101.63339382940109,116.93255982596085,117.05989110707804,101.52284263959392,0.5374280230326296,0.6182898773006136,1
Boston Celtics,Detroit Pistons,108.0,99.16887041934265,103.7663335895465,102.00226671703815,100.88393543428131,0.52563075690829,0.5505709624796085,1
Oklahoma City Thunder,LA Clippers,128.0,99.1705733862243,112.20196353436185,115.39848539487917,96.4235624123422,0.5919070167886353,0.5921539600296077,1
Memphis Grizzlies,Washington Wizards,107.0,97.13701431492842,110.72019867549669,109.40695296523518,98.30298013245033,0.5736714975845411,0.6104518484710177,1
Houston Rockets,Portland Trail Blazers,85.0,103.8753495805034,87.52059308072488,84.89812225329604,107.08401976935748,0.5770084332001775,0.40049001130795325,0
Brooklyn Nets,Detroit Pistons,120.0,106.09843081312411,106.95187165775401,106.99001426533523,106.06060606060606,0.5401234567901235,0.5253940455341506,1
Chicago Bulls,Denver Nuggets,107.0,101.96374622356494,103.96424407306645,101.01963746223565,104.93587252234747,0.5050505050505051,0.5354283426741393,0
New York Knicks,Indiana Pacers,101.0,112.06535400083786,103.5260352603526,105.78131545873481,109.67609676096761,0.5912908930150309,0.5638677981241625,0
Minnesota Timberwolves,Utah Jazz,128.0,119.96161228406909,122.41775057383319,122.84069097888674,119.54858454475898,0.5671506352087115,0.6628003314001657,1
Los Angeles Lakers,Dallas Mavericks,114.0,105.25335320417288,106.98198198198199,106.18479880774963,106.04354354354355,0.5987706655362441,0.6027918781725888,1
Golden State Warriors,New Orleans Pelicans,131.0,113.21107784431139,122.20149253731343,122.56736526946108,112.87313432835822,0.5824027724297266,0.6409001956947162,1
Phoenix Suns,San Antonio Spurs,90.0,117.14174150722374,84.96978851963746,87.8563061304178,113.29305135951661,0.6353240152477764,0.45955882352941174,0
Charlotte Hornets,Oklahoma City Thunder,107.0,105.95647193585339,98.45417740154582,102.13822069492171,102.13470739786527,0.5102979036410444,0.5210362290611609,0
Philadelphia 76ers,LA Clippers,122.0,102.24393774882374,111.59897548481523,110.38726022439378,103.36626417855837,0.5620771985674493,0.5791872388909989,1
Cleveland Cavaliers,Denver Nuggets,91.0,119.25411968777104,99.6059544658494,98.65568083261059,120.40280210157619,0.583616298811545,0.49802977232924694,0
Atlanta Hawks,Sacramento Kings,115.0,125.77532736044108,100.91260091260091,99.0696071674707,128.1151281151281,0.6513204853675946,0.5639466457434288,0
Boston Celtics,Milwaukee Bucks,117.0,108.44529750479846,115.02162799842705,112.28406909788869,111.08926464805349,0.575356415478615,0.5986492018010643,1
Portland Trail Blazers,New Orleans Pelicans,132.0,109.90025858884374,123.78094523630907,121.90616919098633,111.59039759939986,0.5395357272397534,0.6558028616852146,1
Orlando Magic,LA Clippers,95.0,115.91962905718702,94.65922678357911,91.76970633693972,119.56954962136311,0.5968961400716276,0.4829198861325742,0
Brooklyn Nets,Houston Rockets,111.0,125.15776188472864,117.08860759493672,116.74379469920066,125.52742616033757,0.6128965801400906,0.591684434968017,0
Chicago Bulls,Indiana Pacers,105.0,110.6743897393463,109.4205919132972,108.60570955730245,111.50479366402668,0.5650612589776087,0.5647590361445783,0
Washington Wizards,Oklahoma City Thunder,111.0,129.54369682907966,104.79607250755288,107.30858468677495,126.51057401812689,0.6876026272577996,0.5909284497444633,0
Dallas Mavericks,New York Knicks,106.0,121.1001642036125,107.54870129870129,108.78489326765188,119.72402597402596,0.6181894383906119,0.5788553953691569,0
Utah Jazz,Memphis Grizzlies,100.0,119.61722488038275,108.69565217391303,108.74293170943888,119.56521739130434,0.6113828368163627,0.5681818181818182,0
Phoenix Suns,Toronto Raptors,98.0,110.03702180172769,96.15384615384616,100.78157136980667,104.98430141287285,0.592863475177305,0.49534977759805904,0
Golden State Warriors,Minnesota Timberwolves,116.0,95.04608294930877,114.08339889850512,111.36712749615975,97.36428009441383,0.46192609182530797,0.5937755937755937,1
Philadelphia 76ers,Detroit Pistons,109.0,89.157060518732,103.37632776934751,98.1628242074928,93.89226100151745,0.48990498812351546,0.5960192475940508,1
Indiana Pacers,Boston Celtics,102.0,105.25218841183828,100.0,106.29428928720301,99.01960784313727,0.5491518051326664,0.5204081632653061,1
Charlotte Hornets,Cleveland Cavaliers,126.0,96.31147540983606,126.3537906137184,129.0983606557377,94.263939029282,0.5365296803652968,0.6446991404011462,1
Atlanta Hawks,Miami Heat,123.0,117.48307447232177,115.90652091971351,122.46117084826761,111.19487372785525,0.6055008210180625,0.6267835303709743,1
Chicago Bulls,Houston Rockets,88.0,96.19238476953909,88.99676375404532,88.17635270541082,97.0873786407767,0.5228758169934641,0.5245588936576061,0
San Antonio Spurs,New Orleans Pelicans,109.0,94.81037924151696,105.66110895696006,108.7824351297405,92.08995734780923,0.5266075388026608,0.533476898981989,1
Denver Nuggets,Utah Jazz,103.0,94.0572894399316,102.63053009166998,110.08978195810175,87.68433638899961,0.4805591961555264,0.5637040280210157,1
Portland Trail Blazers,Los Angeles Lakers,110.0,105.55555555555556,98.49570200573066,101.85185185185186,102.07736389684814,0.5876288659793815,0.4838142153413089,0
Milwaukee Bucks,Sacramento Kings,144.0,97.60028653295129,129.1248206599713,128.9398280802292,97.7403156384505,0.5206343141001146,0.6574141709276845,1
Brooklyn Nets,Philadelphia 76ers,122.0,96.00158353127475,114.10400299289188,120.74425969912907,90.72203516647961,0.5840558766859345,0.5402054551895147,1
Washington Wizards,New York Knicks,108.0,92.19720496894409,110.02444987775061,104.81366459627328,96.78076609616953,0.4748100759696121,0.5391373801916933,1
San Antonio Spurs,Orlando Magic,110.0,121.97664720600501,110.00000000000001,114.6788990825688,117.0,0.5913869793772746,0.5555555555555556,0
Phoenix Suns,Memphis Grizzlies,102.0,107.8050884001725,108.00508259212198,109.96119016817593,105.8873358746294,0.5633168093735916,0.676033934252386,1
Portland Trail Blazers,Minnesota Timberwolves,111.0,80.80606544293695,112.03068227694793,110.7342378292099,81.75211949939442,0.3961267605633803,0.5545563549160671,1
Los Angeles Lakers,Toronto Raptors,107.0,118.44166014095536,100.22480329711503,104.73766640563822,113.3383289621581,0.5808371735791091,0.5472585924713584,0
Indiana Pacers,Houston Rockets,94.0,104.21097405359421,97.71309771309771,99.95746490854954,101.87110187110187,0.5900770712909441,0.5328798185941043,0
Orlando Magic,Cleveland Cavaliers,102.0,104.95382031905962,103.44827586206897,107.0528967254408,101.41987829614605,0.5863039399624765,0.5448717948717949,1
Detroit Pistons,Miami Heat,115.0,100.30090270812437,99.72251127297955,96.1216984286192,104.0582726326743,0.5374417771408098,0.49011251278554385,0
New York Knicks,Chicago Bulls,115.0,99.82788296041308,100.20913210177763,98.96729776247848,101.08051585918439,0.5360443622920518,0.4841697541259683,0
Oklahoma City Thunder,New Orleans Pelicans,122.0,109.22787193973636,111.2732579350602,114.87758945386064,105.80080262677856,0.5967078189300411,0.5720180045011253,1
Utah Jazz,Toronto Raptors,111.0,125.05042355788625,106.68973471741639,111.9402985074627,119.1849288735102,0.6727430555555556,0.5334486735870819,0
Denver Nuggets,Boston Celtics,115.0,109.99177631578947,114.63317384370018,118.2154605263158,106.658692185008,0.5797572605114868,0.561962470680219,1
Golden State Warriors,Memphis Grizzlies,117.0,102.80944625407167,121.72284644194755,119.09609120521174,105.076987099459,0.5474848222029488,0.6420105355575065,1
LA Clippers,Minnesota Timberwolves,120.0,107.70750988142292,124.12081092263134,118.57707509881423,112.74306992139014,0.554989816700611,0.6142506142506142,1
Charlotte Hornets,Atlanta Hawks,113.0,94.51445515196441,100.07084661707404,104.70719051149,90.32943676939425,0.5488592337494619,0.5654523618895116,1
Dallas Mavericks,Washington Wizards,119.0,99.20634920634922,117.96193497224425,118.05555555555556,99.12767644726408,0.5219206680584552,0.6337878142309331,1
Phoenix Suns,Brooklyn Nets,82.0,106.82004930156121,81.34920634920636,84.22350041084634,103.17460317460319,0.5181347150259067,0.45657015590200445,0
Portland Trail Blazers,Milwaukee Bucks,118.0,108.97164621244183,123.53433835845897,124.84130342784596,107.83082077051927,0.5391541038525963,0.6242065171392298,1
Orlando Magic,Detroit Pistons,96.0,98.2824427480916,91.46341463414635,91.6030534351145,98.13262195121952,0.521255060728745,0.5277044854881267,0
Cleveland Cavaliers,Oklahoma City Thunder,86.0,94.58383114297094,84.54581203303185,85.62325766626843,93.3936295713724,0.49769488683989943,0.4539695945945946,0
Atlanta Hawks,New York Knicks,107.0,109.0767432800935,100.22480329711503,104.20724581223217,104.90820532034468,0.5733005733005733,0.5106911034746086,0
Miami Heat,San Antonio Spurs,95.0,87.8594249201278,95.07606084867895,94.8482428115016,88.07045636509207,0.43929712460063897,0.4706698374950456,1
Memphis Grizzlies,Denver Nuggets,89.0,93.18766066838047,98.88888888888889,95.32990574121679,96.66666666666667,0.4814077025232404,0.5493827160493827,1
New Orleans Pelicans,Chicago Bulls,107.0,91.17975437290659,101.44103147516117,99.55340528470413,92.90860826697003,0.47352145342095087,0.5271974773354355,1
Indiana Pacers,Philadelphia 76ers,94.0,100.32102728731942,91.72521467603435,94.30176565008026,97.5800156128025,0.5638249887235002,0.4631454473787938,0
Utah Jazz,Dallas Mavericks,117.0,99.41520467836258,113.10904872389791,114.03508771929825,98.60788863109049,0.5629139072847682,0.5824372759856631,1
Sacramento Kings,Toronto Raptors,105.0,107.42555597436862,100.0762485703393,98.94459102902374,108.65421273351123,0.5750605326876513,0.5473311092577148,0
Los Angeles Lakers,Minnesota Timberwolves,114.0,111.15602263540825,112.69276393831555,115.19805982215037,108.73863187030449,0.5791912384161753,0.5866611774392755,1
Oklahoma City Thunder,Houston Rockets,98.0,88.49557522123894,105.87726879861712,108.4070796460177,86.4304235090752,0.4629629629629629,0.5351681957186544,1
Phoenix Suns,Boston Celtics,109.0,105.80080262677856,97.00961196155215,99.4162714337833,103.23958704165183,0.5242227042660882,0.5376874506708761,0
Portland Trail Blazers,LA Clippers,116.0,107.36196319018406,114.48874851954204,118.60940695296524,103.63205684958547,0.5368098159509203,0.5305525064032199,1
Golden State Warriors,Milwaukee Bucks,111.0,119.77118341079729,104.04949381327333,99.21344297461566,125.60929883764528,0.5935506732813608,0.57405875051717,0
Philadelphia 76ers,Charlotte Hornets,133.0,112.24489795918369,115.61196105702365,113.09523809523809,114.74269819193326,0.5172413793103449,0.5988832853025937,1
Orlando Magic,Washington Wizards,117.0,105.50996483001171,117.75362318840578,114.30246189917936,108.69565217391303,0.5976095617529881,0.6199660873251378,1
Atlanta Hawks,Detroit Pistons,109.0,117.69172361427486,105.21235521235522,103.45482156416097,119.6911196911197,0.5884586180713743,0.5641821946169773,0
Miami Heat,Indiana Pacers,102.0,106.01387818041634,96.33547412164715,98.30377794911334,103.89119758216849,0.599389712292938,0.5550718328254245,0
Denver Nuggets,Brooklyn Nets,110.0,109.28961748633878,111.15602263540825,107.33801717408274,113.1770412287793,0.5259203606311044,0.5394272263632797,0
Utah Jazz,Boston Celtics,123.0,114.22328168454507,125.25458248472505,122.16924910607865,117.10794297352342,0.5886568386568386,0.6818181818181818,1
Sacramento Kings,Minnesota Timberwolves,121.0,100.3283473184969,112.28656273199702,110.3611820503466,102.07869339272457,0.5109624674842066,0.5614328136599851,1
Toronto Raptors,New York Knicks,128.0,108.02469135802468,128.5140562248996,123.45679012345678,112.44979919678715,0.5299015897047691,0.6625258799171843,1
LA Clippers,Milwaukee Bucks,128.0,107.58196721311475,108.58500169664065,109.28961748633878,106.88836104513064,0.5472550382209868,0.5772005772005773,1
New Orleans Pelicans,Phoenix Suns,119.0,100.20242914979758,118.10242159587136,120.44534412955466,98.2532751091703,0.5221518987341772,0.6024706358849736,1
Chicago Bulls,Cleveland Cavaliers,99.0,102.16847372810676,101.80995475113124,103.21100917431193,100.78157136980667,0.49534977759805904,0.5425252082419991,1
Miami Heat,Washington Wizards,110.0,118.70650839132215,105.32363079279969,112.5665165779779,111.06855610877058,0.5816285599679102,0.5530973451327433,0
Memphis Grizzlies,Philadelphia 76ers,112.0,99.02840059790732,106.06060606060606,104.6337817638266,100.37878787878789,0.5758365927857453,0.5109489051094891,1
San Antonio Spurs,Houston Rockets,96.0,92.9406850459482,103.359173126615,100.25062656641603,95.82256675279932,0.43304787855196575,0.5589194224499302,1
Golden State Warriors,Brooklyn Nets,116.0,108.9799476896251,120.53200332502078,126.4167393199651,103.90689941812137,0.5570409982174688,0.6287944492627927,1
Dallas Mavericks,Oklahoma City Thunder,111.0,101.13780025284449,115.04975124378109,116.94058154235145,99.50248756218905,0.4574914220358368,0.6569602272727273,1
Sacramento Kings,Los Angeles Lakers,86.0,97.60340162350212,80.52434456928839,83.1078469269424,94.5692883895131,0.47426746806912096,0.4265873015873016,0
Detroit Pistons,Charlotte Hornets,103.0,114.2337242215932,102.63053009166998,104.12454508693894,112.59465922678358,0.6080499354283254,0.4583481666073336,0
Houston Rockets,Indiana Pacers,115.0,105.70607553366173,120.95077829196465,118.02134646962233,108.32982751367271,0.5758050089445439,0.6528156221616712,1
New York Knicks,Orlando Magic,89.0,110.74730354391372,83.02238805970148,85.70878274268104,107.27611940298507,0.559120964605212,0.4397233201581028,0
Denver Nuggets,Milwaukee Bucks,114.0,125.10339123242349,116.56441717791411,117.86600496277914,123.72188139059305,0.6743201069995541,0.5828220858895705,0
Portland Trail Blazers,Boston Celtics,100.0,95.52845528455283,103.73443983402488,101.62601626016259,97.5103734439834,0.48254620123203285,0.5530973451327433,1
Los Angeles Lakers,Atlanta Hawks,107.0,98.40326773115484,99.47936035701004,99.3316004455997,98.54964670881368,0.5262112787926926,0.5216458658346333,1
Washington Wizards,Orlando Magic,117.0,111.40637775960751,121.2184003315375,119.58299264104659,112.92996270203066,0.5807757885763001,0.6255346449957229,1
Toronto Raptors,New Orleans Pelicans,110.0,121.48091014269187,106.09567901234567,106.05476282298496,121.52777777777777,0.6016042780748663,0.5155605549306337,0
Miami Heat,Philadelphia 76ers,114.0,125.05042355788625,115.71254567600488,114.96571198063737,125.8627689809176,0.6190095846645368,0.6228146853146853,0
Memphis Grizzlies,Utah Jazz,88.0,98.76543209876543,90.60955518945633,90.53497942386831,98.84678747940691,0.5042016806722689,0.49371633752244165,0
Minnesota Timberwolves,Brooklyn Nets,120.0,107.94803209782194,111.48272017837235,114.6350783339702,104.97956150130064,0.5104806649801229,0.6407518154634771,1
Oklahoma City Thunder,Phoenix Suns,118.0,103.73870172555463,115.91355599214145,121.19967132292521,99.21414538310412,0.565129811996419,0.5853174603174603,1
Chicago Bulls,Dallas Mavericks,98.0,99.2675404780262,91.01040118870728,94.44872783346183,95.65378900445765,0.5612467306015693,0.4965545196595054,0
Sacramento Kings,San Antonio Spurs,104.0,98.96041583366653,108.01828001661819,103.95841663334666,102.82509347735771,0.5263717566992768,0.5696757230499562,1
LA Clippers,Golden State Warriors,121.0,105.33962949509626,105.25400139178845,109.88013076643661,100.90466249130132,0.5570495582020745,0.5709701774254435,1
Cleveland Cavaliers,Charlotte Hornets,113.0,88.68074930251096,118.59781696053737,112.59465922678358,93.40890008396305,0.43053405572755415,0.6258307487815684,1
Denver Nuggets,Houston Rockets,99.0,120.52189296771341,107.56192959582789,109.46483856700576,118.42677096914385,0.661086851043183,0.5960982658959537,0
Golden State Warriors,Atlanta Hawks,110.0,103.4136546184739,109.7366320830008,110.4417670682731,102.75339185953712,0.5387029288702929,0.548683160415004,1
Orlando Magic,Philadelphia 76ers,111.0,109.73084886128366,117.23700887198984,114.90683229813665,111.95606252640474,0.572354211663067,0.6188670829616414,1
Washington Wizards,Cleveland Cavaliers,119.0,90.7874617737003,108.73538011695906,113.72324159021407,86.80555555555556,0.5240511915269197,0.5752126836813611,1
Toronto Raptors,Detroit Pistons,104.0,99.32533733133432,96.76218831410495,97.4512743628186,98.62299962783774,0.5479735318444996,0.5227181342983515,0
Boston Celtics,Chicago Bulls,111.0,79.64257964257965,109.72716488730725,107.80885780885781,81.05970739422696,0.46612096407457937,0.5771630615640599,1
Brooklyn Nets,Miami Heat,107.0,110.78286558345643,96.78002894356005,98.78138847858199,108.5383502170767,0.6165228113440198,0.47956256722839724,0
Minnesota Timberwolves,New Orleans Pelicans,107.0,90.97525473071325,102.3335883703137,97.34352256186317,95.63886763580719,0.49058084772370486,0.5320206841686556,1
Milwaukee Bucks,Memphis Grizzlies,113.0,114.21819614021267,113.1357629154986,111.26427727451753,116.13936724068883,0.6199230440359128,0.6083118001722653,0
Oklahoma City Thunder,New York Knicks,128.0,96.15384615384615,123.93493415956623,119.49215832710978,99.72889233152594,0.5248675091724418,0.6382130035899481,1
Dallas Mavericks,Utah Jazz,118.0,66.43220007815553,118.52149457613498,115.27940601797577,68.30052229811169,0.38048343777976723,0.6738236637734125,1
Phoenix Suns,San Antonio Spurs,116.0,97.40259740259741,117.74259033698742,117.6948051948052,97.442143727162,0.5130397605814451,0.6627056672760512,1
Los Angeles Lakers,Portland Trail Blazers,126.0,110.2525442894836,118.37655016910935,118.73350923482849,109.92108229988726,0.567300232738557,0.6032171581769437,1
Houston Rockets,Golden State Warriors,107.0,95.8965209634255,119.63327370304116,119.31311329170381,96.15384615384616,0.5018674136321195,0.5434782608695652,1
Denver Nuggets,Atlanta Hawks,138.0,86.20689655172414,126.60550458715596,127.91991101223583,85.3211009174312,0.447631882941856,0.6571428571428571,1
LA Clippers,San Antonio Spurs,116.0,106.73076923076923,112.18568665377175,111.53846153846155,107.35009671179883,0.4868421052631579,0.5776892430278884,1
Indiana Pacers,Miami Heat,99.0,90.63745019920319,96.49122807017544,98.60557768924302,88.69395711500975,0.46714579055441474,0.565068493150685,1
Washington Wizards,Brooklyn Nets,104.0,109.816653934301,101.010101010101,99.31245225362872,111.69386169386169,0.5387931034482759,0.5100039231071007,0
Philadelphia 76ers,Utah Jazz,113.0,99.73900074571216,110.69749216300941,105.33184190902311,104.81974921630095,0.513041810510165,0.5880516236469608,1
Boston Celtics,Toronto Raptors,123.0,103.79384395132428,113.30140014738393,110.05726556907658,106.85335298452468,0.5284256559766763,0.6177179590196866,1
Minnesota Timberwolves,Portland Trail Blazers,112.0,92.48554913294798,112.17948717948718,107.89980732177264,96.15384615384615,0.49586776859504134,0.5782734407269723,1
New Orleans Pelicans,New York Knicks,129.0,113.17999269806498,110.18107277075504,117.74370208105147,105.91048855483429,0.5711127487103905,0.5703926423770782,1
Memphis Grizzlies,Sacramento Kings,112.0,101.40405616224648,112.49497790277219,109.20436817472698,104.45962233828847,0.5742049469964664,0.5860192549183759,1
Milwaukee Bucks,Chicago Bulls,123.0,96.54660230226513,116.60978384527871,114.18492387671742,98.59689040576413,0.5214600882470919,0.612062101910828,1
Brooklyn Nets,LA Clippers,119.0,121.46136189747514,120.250606305578,113.81025248661057,128.33468067906225,0.6015536187949981,0.5778943278943278,0
Orlando Magic,Los Angeles Lakers,130.0,109.34579439252336,123.66818873668188,121.49532710280373,111.30136986301369,0.5792079207920792,0.63033359193173,1
Charlotte Hornets,Philadelphia 76ers,119.0,101.90444370197127,99.26593259926594,99.3985967256933,101.76843510176843,0.5559606270506745,0.5366161616161617,0
New Orleans Pelicans,Denver Nuggets,125.0,110.87543386039336,121.4063714063714,120.51677593521018,111.69386169386169,0.5708895949166005,0.6129854845037269,1
Indiana Pacers,Atlanta Hawks,97.0,79.54951734000716,89.61566888396158,86.70003575259206,82.22468588322246,0.4500404530744337,0.49876593994241053,1
Boston Celtics,Utah Jazz,86.0,101.15606936416187,88.84297520661157,88.76961189099917,101.2396694214876,0.545171339563863,0.4308617234468938,0
Chicago Bulls,Toronto Raptors,83.0,111.1921254101349,75.29027576197387,75.64710171345243,110.66763425253991,0.6440033783783784,0.43574128517429656,0
Houston Rockets,Sacramento Kings,132.0,103.43553749538235,122.72220156191894,121.90616919098633,104.12792859799183,0.5219985085756897,0.7208387942332897,1
Dallas Mavericks,Golden State Warriors,112.0,107.4103271580607,108.78010878010878,110.36657469452109,105.86635586635586,0.5370516357903035,0.554675118858954,1
Phoenix Suns,Oklahoma City Thunder,100.0,106.71323244082267,98.77518767285657,97.01202949165697,108.65270644014224,0.5551069842551474,0.5480052608505042,0
Minnesota Timberwolves,Memphis Grizzlies,87.0,105.26315789473684,89.65375103050289,91.57894736842105,103.05028854080791,0.5376344086021505,0.5055788005578801,0
Washington Wizards,Portland Trail Blazers,109.0,110.80074487895718,101.64117866467737,101.48975791433892,110.96605744125327,0.5867850098619329,0.5178639300646143,0
Orlando Magic,New York Knicks,131.0,117.70623742454727,126.64346481051818,131.7907444668008,113.10904872389791,0.5712890625,0.6862950544844929,1
Miami Heat,Los Angeles Lakers,97.0,113.86537686416769,101.71979865771812,97.74284562676341,118.49832214765101,0.5420184190330007,0.5085989932885906,0
San Antonio Spurs,Golden State Warriors,104.0,95.59434746467166,105.60519902518277,108.06317539484623,93.4199837530463,0.48299034019319614,0.5227181342983515,1
Detroit Pistons,Cleveland Cavaliers,113.0,110.91779034362766,119.75413310724883,122.87951283166593,108.09665112335736,0.5427841634738186,0.5803204601479047,1
Philadelphia 76ers,Phoenix Suns,119.0,107.99545282303902,109.6976401179941,112.73209549071619,105.08849557522124,0.5842558425584256,0.5806010928961748,1
Indiana Pacers,Utah Jazz,121.0,97.8758850478967,122.8675873273761,125.98917117867555,95.45085296506905,0.5799605133267521,0.602109872611465,1
Charlotte Hornets,Boston Celtics,117.0,110.9789932619897,112.84722222222221,115.9334126040428,108.02469135802468,0.5777961205117623,0.5928252938792055,1
Atlanta Hawks,LA Clippers,119.0,111.71710063335678,110.84202682563338,104.67980295566501,118.2935916542474,0.5585855031667839,0.54407461594733,0
Memphis Grizzlies,Dallas Mavericks,98.0,88.6739218057235,102.98444724674233,98.75050382910118,92.47583018074822,0.45248868778280543,0.575387505871301,1
Milwaukee Bucks,Denver Nuggets,104.0,96.1161239701844,104.3338683788122,102.00078462142017,98.31460674157303,0.500204164965292,0.5323505323505323,1
New Orleans Pelicans,San Antonio Spurs,140.0,120.92130518234165,134.40860215053766,134.35700575815738,120.96774193548387,0.5876865671641791,0.6471893491124261,1
Sacramento Kings,Oklahoma City Thunder,117.0,98.22670375521557,105.9015206372194,101.70375521557717,102.28095582910935,0.49113351877607786,0.5343441724515893,1
Orlando Magic,Toronto Raptors,91.0,92.51890171110227,95.4278523489933,90.5292479108635,97.5251677852349,0.5136986301369864,0.49263750541359896,0
Washington Wizards,LA Clippers,125.0,110.36288814066593,117.7467972871138,116.90983913206135,111.15297663903543,0.6087494841106067,0.5673565722585331,1
Miami Heat,Brooklyn Nets,92.0,106.73234811165845,87.78625954198473,94.41707717569787,99.23664122137404,0.5229283990345938,0.4227941176470588,0
