home_team,visitor_team,visitor_points,home_points,visitor_fgm,home_fgm,visitor_ORtg,home_ORtg,visitor_DRtg,home_DRtg,total_points
New York Knicks,Detroit Pistons,115.0,109.0,44.0,43.0,122.75832621690861,107.62243285939968,116.35354397950468,113.54660347551342,224.0
Boston Celtics,Toronto Raptors,99.0,110.0,37.0,40.0,103.46989966555182,113.54252683732453,114.96655518394647,102.18827415359209,209.0
Miami Heat,Brooklyn Nets,110.0,109.0,39.0,43.0,98.81422924901186,97.11332858161083,97.91591807402085,98.00427655024947,219.0
Sacramento Kings,Golden State Warriors,112.0,96.0,41.0,36.0,112.76681433749498,96.61835748792271,96.65726943213855,112.72141706924315,208.0
Charlotte Hornets,Philadelphia 76ers,119.0,102.0,48.0,33.0,112.9032258064516,98.11465948441707,96.77419354838709,114.46710273181992,221.0
LA Clippers,Indiana Pacers,111.0,104.0,42.0,42.0,123.00531914893618,116.64423508299686,115.24822695035462,124.49528936742935,215.0
Chicago Bulls,Washington Wizards,94.0,113.0,37.0,43.0,97.63190693809722,114.46515397082658,117.36601578728707,95.21880064829821,207.0
San Antonio Spurs,Houston Rockets,83.0,100.0,26.0,40.0,91.44997796386073,110.81560283687944,110.18069634200087,91.97695035460993,183.0
New Orleans Pelicans,Oklahoma City Thunder,109.0,104.0,41.0,38.0,99.0909090909091,97.0873786407767,94.54545454545455,101.75504107542943,213.0
Brooklyn Nets,Detroit Pistons,108.0,96.0,38.0,37.0,111.24845488257107,96.3855421686747,98.8875154511743,108.43373493975905,204.0
Atlanta Hawks,Orlando Magic,88.0,94.0,33.0,41.0,91.9348098620978,99.53409572215163,98.20309235269536,93.18085556967387,182.0
Cleveland Cavaliers,Dallas Mavericks,87.0,98.0,32.0,35.0,91.73344580345845,101.9558884727424,103.3319274567693,90.51186017478152,185.0
Minnesota Timberwolves,Utah Jazz,121.0,97.0,46.0,38.0,124.74226804123711,95.88770264926849,100.0,119.61249505733491,218.0
Denver Nuggets,Milwaukee Bucks,125.0,128.0,45.0,40.0,113.7604659628686,116.11030478955007,116.49071714597743,113.388969521045,253.0
Golden State Warriors,Phoenix Suns,107.0,117.0,41.0,48.0,103.84316770186335,117.04681872749102,113.54813664596273,107.04281712685075,224.0
Portland Trail Blazers,Memphis Grizzlies,98.0,113.0,40.0,39.0,96.76145339652449,112.99999999999999,111.57187993680884,98.0,211.0
Los Angeles Lakers,Sacramento Kings,84.0,83.0,35.0,30.0,88.27238335435057,92.22222222222223,87.22152164775116,93.33333333333333,167.0
Cleveland Cavaliers,Toronto Raptors,106.0,112.0,42.0,38.0,103.75880971025842,113.77488825680618,109.6319498825372,107.67980495733443,218.0
Philadelphia 76ers,Brooklyn Nets,95.0,121.0,34.0,50.0,89.52129664530719,118.72056514913658,114.02186204297023,93.21036106750392,216.0
New York Knicks,Orlando Magic,97.0,73.0,37.0,30.0,101.12593828190157,76.61628883291351,76.10508757297748,101.80520570948784,170.0
Miami Heat,Atlanta Hawks,98.0,101.0,37.0,41.0,100.40983606557377,101.28359406337746,103.48360655737704,98.27517047733654,199.0
Milwaukee Bucks,Boston Celtics,102.0,106.0,38.0,43.0,103.49025974025975,112.47877758913414,107.54870129870129,108.23429541595925,208.0
Oklahoma City Thunder,Golden State Warriors,111.0,107.0,41.0,35.0,110.381861575179,103.6018590240124,106.40413683373112,107.47482571649884,218.0
Houston Rockets,Washington Wizards,104.0,120.0,38.0,43.0,108.19808572617562,126.47554806070826,124.84394506866417,109.61214165261384,224.0
Chicago Bulls,Charlotte Hornets,114.0,120.0,40.0,46.0,110.33681765389083,116.5954139137194,116.14401858304298,110.76564321803342,234.0
Dallas Mavericks,Portland Trail Blazers,109.0,115.0,39.0,42.0,103.25881015536187,115.23046092184369,108.94278135657444,109.2184368737475,224.0
Utah Jazz,Los Angeles Lakers,110.0,117.0,36.0,43.0,111.29097531363821,115.97938144329898,118.37312828814244,109.0404440919905,227.0
Denver Nuggets,Indiana Pacers,104.0,107.0,41.0,41.0,106.07915136678905,106.15079365079364,109.13912688698491,103.17460317460319,211.0
Phoenix Suns,Sacramento Kings,94.0,97.0,33.0,35.0,94.83454398708635,97.46784565916398,97.86117836965295,94.45337620578779,191.0
LA Clippers,San Antonio Spurs,110.0,113.0,39.0,37.0,107.50586395621579,109.79401476875243,110.4378420641126,106.87912942090945,223.0
Orlando Magic,Dallas Mavericks,100.0,105.0,39.0,39.0,103.64842454394693,106.18932038834951,108.83084577114428,101.1326860841424,205.0
Detroit Pistons,Philadelphia 76ers,115.0,108.0,44.0,39.0,111.26160990712076,101.7715793441387,104.48916408668731,108.36788541274029,223.0
Atlanta Hawks,Miami Heat,115.0,86.0,42.0,33.0,112.21701795472288,83.91881342701014,83.91881342701014,112.21701795472288,201.0
New Orleans Pelicans,Memphis Grizzlies,95.0,123.0,37.0,45.0,86.67883211678833,123.79227053140096,112.22627737226279,95.61191626409018,218.0
Toronto Raptors,Boston Celtics,78.0,96.0,25.0,40.0,81.82962652119178,102.65183917878528,100.71338648762065,83.40461933276305,174.0
Los Angeles Lakers,San Antonio Spurs,112.0,122.0,42.0,47.0,107.8167115902965,118.53867081228138,117.44320369657298,108.82238631947143,234.0
Indiana Pacers,Golden State Warriors,106.0,126.0,37.0,50.0,109.77630488815244,127.78904665314403,130.48881524440762,107.50507099391481,232.0
Cleveland Cavaliers,Washington Wizards,115.0,119.0,47.0,42.0,111.47731678945327,118.62041467304627,115.35478867778208,114.63317384370018,234.0
Houston Rockets,Portland Trail Blazers,94.0,96.0,39.0,34.0,96.74763277068753,103.71650821089023,98.80609304240429,101.55574762316336,190.0
Milwaukee Bucks,Brooklyn Nets,119.0,111.0,41.0,41.0,122.37762237762237,108.6105675146771,114.15055532702591,116.43835616438356,230.0
Utah Jazz,LA Clippers,95.0,117.0,35.0,44.0,98.6295681063123,124.04580152671755,121.4700996677741,100.72094995759117,212.0
Denver Nuggets,Minnesota Timberwolves,96.0,100.0,39.0,35.0,102.08421948107187,104.51505016722406,106.33772862611654,100.33444816053512,196.0
Detroit Pistons,Dallas Mavericks,106.0,113.0,40.0,46.0,104.00313971742543,108.15467075038285,110.8712715855573,101.45482388973966,219.0
Washington Wizards,Atlanta Hawks,103.0,97.0,38.0,35.0,102.87654814222932,96.8837395125849,96.8837395125849,102.87654814222932,200.0
Philadelphia 76ers,Cleveland Cavaliers,130.0,132.0,45.0,50.0,119.79358643568006,118.66235167206041,121.63656468853668,116.86443725278677,262.0
Orlando Magic,Charlotte Hornets,137.0,100.0,48.0,42.0,140.59934318555008,104.47137484329293,102.62725779967158,143.12578353531134,237.0
New York Knicks,Miami Heat,98.0,122.0,35.0,45.0,95.4421503700818,120.50572896088502,118.81573821581613,96.79968391939944,220.0
Toronto Raptors,Indiana Pacers,73.0,92.0,26.0,36.0,76.20041753653445,91.05304829770388,96.03340292275574,72.24861441013459,165.0
Boston Celtics,Chicago Bulls,104.0,111.0,40.0,45.0,102.48324793062673,110.46974522292994,109.38115884903429,103.50318471337579,215.0
Memphis Grizzlies,Sacramento Kings,94.0,93.0,40.0,37.0,98.65659109991604,97.97724399494311,97.60705289672545,99.0307627475769,187.0
Phoenix Suns,New Orleans Pelicans,122.0,103.0,45.0,37.0,111.11111111111111,95.867460908414,93.80692167577413,113.5517498138496,225.0
Los Angeles Lakers,Minnesota Timberwolves,113.0,96.0,43.0,31.0,114.79073547338481,95.92326139088729,97.52133279154816,112.90967226219024,209.0
LA Clippers,Denver Nuggets,134.0,115.0,53.0,43.0,140.87468460891506,118.6056105610561,120.89991589571068,138.2013201320132,249.0
New York Knicks,Milwaukee Bucks,115.0,102.0,45.0,41.0,116.77497969130788,107.54955714888233,103.57432981316003,121.25685364824967,217.0
Chicago Bulls,Brooklyn Nets,124.0,96.0,46.0,36.0,118.27546737886303,90.36144578313254,91.56810377718428,116.71686746987953,220.0
Houston Rockets,Oklahoma City Thunder,108.0,102.0,36.0,36.0,106.38297872340425,105.02471169686984,100.47281323877068,111.20263591433277,210.0
Golden State Warriors,New Orleans Pelicans,126.0,120.0,49.0,49.0,125.14898688915375,115.56240369799691,119.18951132300357,121.34052388289676,246.0
San Antonio Spurs,Portland Trail Blazers,105.0,116.0,42.0,47.0,110.71277941796708,120.53200332502078,122.31126107127794,109.10224438902745,221.0
Charlotte Hornets,Indiana Pacers,123.0,117.0,50.0,40.0,113.97331356560414,107.14285714285714,108.41363973313565,112.63736263736264,240.0
Boston Celtics,Atlanta Hawks,112.0,106.0,43.0,42.0,111.82108626198084,114.22413793103449,105.83067092651757,120.6896551724138,218.0
Philadelphia 76ers,Dallas Mavericks,97.0,109.0,40.0,46.0,96.30659253375696,111.04319478402608,108.22081016679905,98.81825590872046,206.0
Memphis Grizzlies,Detroit Pistons,117.0,130.0,38.0,48.0,115.70411392405062,133.25133251332514,128.56012658227846,119.92619926199262,247.0
Los Angeles Lakers,Utah Jazz,112.0,97.0,42.0,37.0,108.02469135802468,94.46825087650954,93.55709876543209,109.0767432800935,209.0
Toronto Raptors,Orlando Magic,101.0,112.0,42.0,39.0,100.51751592356688,112.49497790277219,111.46496815286623,101.44636400160707,213.0
Phoenix Suns,Golden State Warriors,117.0,100.0,47.0,39.0,114.03508771929825,96.11687812379853,97.46588693957115,112.45674740484428,217.0
Detroit Pistons,Toronto Raptors,108.0,98.0,46.0,35.0,120.32085561497325,111.36363636363636,109.18003565062389,122.72727272727273,206.0
Brooklyn Nets,Chicago Bulls,105.0,114.0,43.0,41.0,101.66537567776916,114.45783132530121,110.37955073586367,105.42168674698796,219.0
New York Knicks,Cleveland Cavaliers,123.0,109.0,40.0,46.0,122.60765550239235,110.9076109076109,108.65231259968103,125.15262515262515,232.0
Miami Heat,Oklahoma City Thunder,115.0,93.0,35.0,40.0,115.32290413156838,92.85143769968052,93.26113116726835,114.81629392971246,208.0
Minnesota Timberwolves,Memphis Grizzlies,94.0,113.0,35.0,42.0,92.84867641248519,115.9688013136289,111.61596207032794,96.4696223316913,207.0
Milwaukee Bucks,Orlando Magic,86.0,102.0,34.0,39.0,82.06106870229007,99.10610182666149,97.32824427480917,83.56004663816556,188.0
San Antonio Spurs,Sacramento Kings,85.0,98.0,33.0,34.0,96.06690777576853,106.8003487358326,110.75949367088607,92.63295553618134,183.0
Denver Nuggets,Portland Trail Blazers,82.0,88.0,31.0,31.0,81.25247720967103,91.24844462878474,87.19778042013476,85.02695976773124,170.0
LA Clippers,New Orleans Pelicans,113.0,100.0,44.0,45.0,111.00196463654224,94.91268033409264,98.23182711198429,107.25132877752468,213.0
Indiana Pacers,Charlotte Hornets,119.0,93.0,46.0,40.0,122.32730263157893,96.35308744301699,95.60032894736842,123.29050973891422,212.0
Atlanta Hawks,Philadelphia 76ers,121.0,113.0,43.0,41.0,112.87313432835822,101.39985642498206,105.41044776119404,108.57860732232592,234.0
Washington Wizards,Boston Celtics,101.0,113.0,33.0,41.0,99.13623871221044,111.00196463654224,110.91480172752257,99.21414538310412,214.0
Dallas Mavericks,Phoenix Suns,124.0,97.0,48.0,37.0,131.57894736842107,100.33098882912701,102.92869269949068,128.25817128671906,221.0
Utah Jazz,Golden State Warriors,79.0,119.0,30.0,48.0,79.76575121163167,120.54294975688818,120.15347334410338,80.02431118314425,198.0
Los Angeles Lakers,Houston Rockets,105.0,99.0,37.0,38.0,99.96191926884995,94.64627151051626,94.24980959634425,100.38240917782026,204.0
Philadelphia 76ers,Milwaukee Bucks,95.0,130.0,37.0,52.0,88.75186846038864,121.95121951219512,121.44992526158444,89.11819887429644,225.0
Oklahoma City Thunder,Memphis Grizzlies,123.0,137.0,44.0,47.0,116.52140962485791,130.3768557289684,129.78400909435393,117.05367339170157,260.0
Orlando Magic,Washington Wizards,92.0,101.0,33.0,33.0,91.19746233148295,102.14401294498383,100.11895321173671,93.042071197411,193.0
Boston Celtics,Brooklyn Nets,97.0,110.0,37.0,46.0,94.13819875776397,108.26771653543308,106.75465838509317,95.4724409448819,207.0
New Orleans Pelicans,San Antonio Spurs,98.0,122.0,37.0,52.0,93.01442672741078,116.903027980069,115.79347000759302,93.90571100038329,220.0
Cleveland Cavaliers,New York Knicks,110.0,98.0,43.0,37.0,112.5665165779779,94.85094850948511,100.2865329512894,106.4653503677894,208.0
Minnesota Timberwolves,Denver Nuggets,106.0,112.0,41.0,42.0,106.08486789431547,112.00000000000001,112.0896717373899,106.0,218.0
Chicago Bulls,Detroit Pistons,119.0,87.0,47.0,32.0,122.17659137577002,87.06965572457966,89.3223819301848,119.09527622097677,206.0
Miami Heat,Toronto Raptors,109.0,116.0,42.0,46.0,103.57278601292286,110.68702290076335,110.22424933485367,104.00763358778626,225.0
Sacramento Kings,Houston Rockets,83.0,96.0,31.0,38.0,88.97941680960548,102.3454157782516,102.91595197255575,88.4861407249467,179.0
LA Clippers,Los Angeles Lakers,115.0,100.0,42.0,41.0,112.70090160721284,95.85889570552148,98.00078400627204,110.2377300613497,215.0
Portland Trail Blazers,Utah Jazz,93.0,102.0,33.0,41.0,93.41100843712334,102.9886914378029,102.45078344716754,93.90145395799676,195.0
Golden State Warriors,San Antonio Spurs,92.0,113.0,32.0,44.0,92.40658899156287,118.1020066889632,113.49939734833265,96.15384615384615,205.0
Toronto Raptors,Washington Wizards,106.0,114.0,41.0,41.0,105.03369005152597,116.56441717791411,112.96076099881094,108.38445807770962,220.0
Philadelphia 76ers,Miami Heat,103.0,130.0,35.0,45.0,105.48955346169602,129.01945216355696,133.1421548545678,102.22310440651053,233.0
Portland Trail Blazers,New Orleans Pelicans,97.0,95.0,41.0,37.0,99.58932238193017,94.73474272038293,97.5359342915811,96.72915835660152,192.0
Boston Celtics,Milwaukee Bucks,107.0,113.0,40.0,39.0,98.56300663227708,102.83946123043319,104.08990420044215,97.37895886421552,220.0
Cleveland Cavaliers,Indiana Pacers,98.0,80.0,36.0,30.0,105.3763440860215,85.28784648187634,86.02150537634408,104.47761194029852,178.0
Oklahoma City Thunder,Utah Jazz,108.0,116.0,41.0,41.0,107.14285714285714,112.4903025601241,115.07936507936509,104.7323506594259,224.0
Houston Rockets,Minnesota Timberwolves,101.0,104.0,35.0,39.0,107.08227311280747,108.19808572617562,110.26293469041562,105.076987099459,205.0
Philadelphia 76ers,Miami Heat,113.0,103.0,40.0,40.0,113.91129032258065,100.31164783794311,103.83064516129032,110.05064277366574,216.0
Golden State Warriors,San Antonio Spurs,101.0,116.0,35.0,41.0,102.85132382892057,121.0855949895616,118.12627291242362,105.42797494780794,217.0
Toronto Raptors,Washington Wizards,119.0,130.0,42.0,45.0,116.3017982799062,122.04280886218551,127.05238467552778,111.71610965076981,249.0
Boston Celtics,Milwaukee Bucks,106.0,120.0,46.0,48.0,114.61937716262976,127.76831345826234,129.75778546712803,112.86201022146507,226.0
Portland Trail Blazers,New Orleans Pelicans,111.0,102.0,43.0,41.0,115.19302615193025,103.65853658536585,105.85305105853051,112.80487804878048,213.0
Cleveland Cavaliers,Indiana Pacers,97.0,100.0,41.0,37.0,101.80520570948784,109.07504363001746,104.95382031905962,105.80279232111691,197.0
Oklahoma City Thunder,Utah Jazz,102.0,95.0,35.0,36.0,104.59392945036916,94.13396749900912,97.41591468416736,101.07015457788347,197.0
Houston Rockets,Minnesota Timberwolves,82.0,102.0,31.0,35.0,85.20365752285952,99.76525821596245,105.9850374064838,80.20344287949922,184.0
Miami Heat,Philadelphia 76ers,128.0,108.0,41.0,33.0,126.38230647709321,109.75609756097559,106.63507109004739,130.0813008130081,236.0
New Orleans Pelicans,Portland Trail Blazers,102.0,119.0,37.0,46.0,98.07692307692307,117.40331491712708,114.42307692307692,100.63141278610892,221.0
San Antonio Spurs,Golden State Warriors,110.0,97.0,42.0,37.0,114.6788990825688,101.2526096033403,101.12593828190157,114.82254697286012,207.0
Indiana Pacers,Cleveland Cavaliers,90.0,92.0,34.0,34.0,98.85764499121265,100.21786492374729,101.05448154657293,98.03921568627452,182.0
Washington Wizards,Toronto Raptors,103.0,122.0,37.0,47.0,102.63053009166998,124.74437627811861,121.56237544838582,105.31697341513294,225.0
Milwaukee Bucks,Boston Celtics,92.0,116.0,32.0,45.0,100.74463425317566,132.4200913242009,127.0258431887867,105.02283105022832,208.0
Miami Heat,Philadelphia 76ers,106.0,102.0,36.0,41.0,97.7859778597786,91.8918918918919,94.09594095940959,95.4954954954955,208.0
New Orleans Pelicans,Portland Trail Blazers,123.0,131.0,50.0,45.0,120.54096432771462,128.23022709475333,128.38102704821637,120.39937353171497,254.0
Minnesota Timberwolves,Houston Rockets,105.0,121.0,37.0,45.0,110.5263157894737,122.61856505877584,127.36842105263158,106.4045399270369,226.0
Utah Jazz,Oklahoma City Thunder,102.0,115.0,37.0,42.0,104.7658175842235,117.4908050674295,118.11832374691866,104.20923579893748,217.0
Milwaukee Bucks,Boston Celtics,102.0,104.0,36.0,38.0,113.33333333333333,114.84098939929328,115.55555555555554,112.63250883392226,206.0
San Antonio Spurs,Golden State Warriors,90.0,103.0,34.0,37.0,100.58113544926239,113.98849048251438,115.10952168082254,99.60159362549801,193.0
Washington Wizards,Toronto Raptors,98.0,106.0,34.0,39.0,96.83794466403161,103.27357755261106,104.74308300395256,95.47934528448948,204.0
Indiana Pacers,Cleveland Cavaliers,104.0,100.0,35.0,40.0,112.5054089138901,104.47137484329293,108.17827780181739,108.65022983702465,204.0
Minnesota Timberwolves,Houston Rockets,119.0,100.0,40.0,39.0,119.67015285599356,99.88014382740711,100.5631536604988,118.85737115461446,219.0
Utah Jazz,Oklahoma City Thunder,96.0,113.0,33.0,41.0,93.9334637964775,108.77936080092414,110.5675146771037,92.41432422025414,209.0
Boston Celtics,Milwaukee Bucks,87.0,92.0,32.0,29.0,87.17434869739479,96.76062263357174,92.18436873747495,91.50189314261674,179.0
Philadelphia 76ers,Miami Heat,91.0,104.0,34.0,34.0,92.2172679367653,101.12796577207313,105.39116335630318,88.48697005056398,195.0
Golden State Warriors,San Antonio Spurs,91.0,99.0,32.0,37.0,95.1086956521739,103.125,103.46989966555182,94.79166666666666,190.0
Toronto Raptors,Washington Wizards,98.0,108.0,37.0,38.0,97.33810091378625,109.84540276647681,107.27056019070321,99.67453213995118,206.0
Cleveland Cavaliers,Indiana Pacers,95.0,98.0,34.0,31.0,105.69648420115709,107.83450704225352,109.03426791277259,104.53345070422534,193.0
Houston Rockets,Minnesota Timberwolves,104.0,122.0,40.0,45.0,114.53744493392071,132.09181463837157,134.36123348017622,112.60285838025119,226.0
Oklahoma City Thunder,Utah Jazz,99.0,107.0,33.0,39.0,100.56887444128404,106.40413683373112,108.69565217391303,98.44868735083531,206.0
Milwaukee Bucks,Boston Celtics,86.0,97.0,30.0,38.0,93.1139021221308,112.47680890538034,105.0238198354266,99.72170686456401,183.0
Washington Wizards,Toronto Raptors,102.0,92.0,40.0,32.0,115.43684925305568,100.83296799649277,104.1195110909914,111.79307321350285,194.0
Indiana Pacers,Cleveland Cavaliers,87.0,121.0,33.0,49.0,93.50816852966466,132.73365511189118,130.05159071367154,95.43659499780605,208.0
Utah Jazz,Oklahoma City Thunder,91.0,96.0,37.0,37.0,94.08602150537635,101.9974500637484,99.25558312655087,96.68508287292818,187.0
Boston Celtics,Milwaukee Bucks,96.0,112.0,35.0,45.0,103.31467929401637,116.37572734829592,120.53379250968574,99.75062344139651,208.0
Golden State Warriors,New Orleans Pelicans,101.0,123.0,42.0,44.0,95.427059712774,117.05367339170157,116.21315192743764,96.11724400456795,224.0
Cleveland Cavaliers,Indiana Pacers,101.0,105.0,36.0,32.0,110.31017911751857,118.51015801354403,114.6788990825688,113.99548532731379,206.0
Houston Rockets,Utah Jazz,96.0,110.0,38.0,37.0,98.28009828009827,111.60714285714286,112.6126126126126,97.40259740259741,206.0
Boston Celtics,Philadelphia 76ers,101.0,117.0,35.0,41.0,101.6096579476861,118.9507930052867,117.70623742454727,102.68401789345263,218.0
Toronto Raptors,Cleveland Cavaliers,113.0,112.0,42.0,39.0,109.45370011623403,109.11925175370226,108.48508330104612,110.09353078721746,225.0
Golden State Warriors,New Orleans Pelicans,116.0,121.0,48.0,43.0,103.60843158270812,108.15159099034682,108.07431225437657,103.68251698248123,237.0
Houston Rockets,Utah Jazz,116.0,108.0,43.0,38.0,109.43396226415094,104.97667185069986,101.88679245283019,112.75272161741836,224.0
Toronto Raptors,Cleveland Cavaliers,128.0,110.0,50.0,44.0,138.9491966999566,119.77351916376307,119.40946591402518,139.37282229965155,238.0
Boston Celtics,Philadelphia 76ers,103.0,108.0,40.0,37.0,110.56247316444828,111.84755592377795,115.92958351223702,106.66942833471415,211.0
New Orleans Pelicans,Golden State Warriors,100.0,119.0,35.0,48.0,94.84066767830046,111.96838539706435,112.86039453717756,94.0910801656003,219.0
Utah Jazz,Houston Rockets,113.0,92.0,42.0,35.0,113.22645290581164,90.55118110236221,92.18436873747495,111.22047244094489,205.0
Philadelphia 76ers,Boston Celtics,101.0,98.0,41.0,38.0,99.84183471727957,92.5226586102719,96.87623566627126,95.35498489425981,199.0
Cleveland Cavaliers,Toronto Raptors,103.0,105.0,35.0,38.0,113.18681318681318,111.70212765957446,115.38461538461537,109.57446808510637,208.0
New Orleans Pelicans,Golden State Warriors,118.0,92.0,46.0,32.0,108.3363936834374,83.48457350272233,84.46566287183254,107.07803992740472,210.0
Utah Jazz,Houston Rockets,100.0,87.0,37.0,32.0,100.52271813429834,87.17434869739479,87.45476477683957,100.20040080160322,187.0
Philadelphia 76ers,Boston Celtics,92.0,103.0,31.0,38.0,96.39564124057,105.70607553366173,107.92120704107293,94.41707717569787,195.0
Cleveland Cavaliers,Toronto Raptors,93.0,128.0,36.0,50.0,99.87113402061856,132.2314049586777,137.4570446735395,96.07438016528927,221.0
Houston Rockets,Utah Jazz,102.0,112.0,38.0,40.0,111.79307321350285,119.8117244330338,122.75317843051295,109.11424903722721,214.0
Golden State Warriors,New Orleans Pelicans,104.0,113.0,41.0,48.0,99.00990099009901,107.33282674772036,107.57806549885758,98.78419452887537,217.0
Boston Celtics,Philadelphia 76ers,112.0,114.0,40.0,38.0,112.40465676435167,113.95441823270693,114.4118827780008,111.95521791283487,226.0
Boston Celtics,Cleveland Cavaliers,83.0,108.0,31.0,43.0,87.55274261603377,116.47972389991372,113.9240506329114,89.51682484900778,191.0
Houston Rockets,Golden State Warriors,119.0,106.0,42.0,39.0,122.68041237113403,105.74620909816441,109.27835051546391,118.71508379888269,225.0
Boston Celtics,Cleveland Cavaliers,94.0,107.0,37.0,40.0,99.49195596951735,112.86919831223629,113.2514817950889,99.15611814345992,201.0
Houston Rockets,Golden State Warriors,105.0,127.0,39.0,45.0,104.29082240762813,123.4447900466563,126.14223281684545,102.06065318818041,232.0
Cleveland Cavaliers,Boston Celtics,86.0,116.0,29.0,37.0,90.22240872849349,121.84873949579831,121.69534200587495,90.33613445378151,202.0
Golden State Warriors,Houston Rockets,85.0,126.0,32.0,48.0,88.800668616799,130.0041271151465,131.63393230254908,87.70119686339248,211.0
Cleveland Cavaliers,Boston Celtics,102.0,111.0,35.0,41.0,103.86965376782078,108.01868431296225,113.03462321792261,99.26041261191124,213.0
Golden State Warriors,Houston Rockets,95.0,92.0,30.0,35.0,104.53345070422534,96.67927700714586,101.2323943661972,99.83186212694409,187.0
Boston Celtics,Cleveland Cavaliers,83.0,96.0,31.0,31.0,87.96100042390843,99.87515605493134,101.73802458668928,86.35039533915938,179.0
Houston Rockets,Golden State Warriors,94.0,98.0,32.0,29.0,99.8725031874203,104.16666666666667,104.1223969400765,99.91496598639455,192.0
Cleveland Cavaliers,Boston Celtics,99.0,109.0,38.0,41.0,109.03083700440529,120.20291133656815,120.04405286343614,109.17512130569034,208.0
Golden State Warriors,Houston Rockets,86.0,115.0,31.0,43.0,87.32737611697806,121.8736752861382,116.77497969130788,91.14031369224249,201.0
Boston Celtics,Cleveland Cavaliers,87.0,79.0,30.0,29.0,100.0,90.43040293040293,90.80459770114942,99.58791208791209,166.0
Houston Rockets,Golden State Warriors,101.0,92.0,39.0,36.0,110.79420798595876,97.16941275876636,100.92145677928916,106.6751161808196,193.0
Golden State Warriors,Cleveland Cavaliers,114.0,124.0,44.0,46.0,113.2300357568534,121.8074656188605,123.16249503377034,111.98428290766209,238.0
Golden State Warriors,Cleveland Cavaliers,103.0,122.0,37.0,47.0,107.92120704107293,126.76641729010807,127.82900251466891,107.02410640066502,225.0
Cleveland Cavaliers,Golden State Warriors,110.0,102.0,42.0,40.0,117.82347900599828,104.63684858432498,109.25449871465295,112.84366023799753,212.0
Cleveland Cavaliers,Golden State Warriors,108.0,85.0,39.0,30.0,118.62917398945518,92.3913043478261,93.36555360281194,117.3913043478261,193.0
Memphis Grizzlies,Atlanta Hawks,88.0,103.0,31.0,39.0,99.23319801533603,120.83528859690287,116.14794767704105,103.23791647114031,191.0
Golden State Warriors,Miami Heat,68.0,79.0,22.0,29.0,78.55822550831792,89.97722095671982,91.26617375231054,77.44874715261959,147.0
Utah Jazz,San Antonio Spurs,76.0,92.0,30.0,35.0,84.10801239486499,97.83071033602721,101.81496237273129,80.81667375584857,168.0
Sacramento Kings,Los Angeles Lakers,93.0,98.0,32.0,36.0,109.8252243741143,111.21198365864728,115.72980632971183,105.53790285973672,191.0
Atlanta Hawks,San Antonio Spurs,103.0,81.0,36.0,31.0,110.37291041577369,82.92383292383292,86.79811401628805,105.44635544635543,184.0
Utah Jazz,Memphis Grizzlies,95.0,92.0,39.0,34.0,110.98130841121497,104.92700729927007,107.4766355140187,108.34854014598538,187.0
Los Angeles Lakers,Miami Heat,89.0,74.0,33.0,30.0,99.59713518352731,83.52144469525959,82.8111011638317,100.45146726862303,163.0
Sacramento Kings,Golden State Warriors,71.0,54.0,26.0,19.0,92.54431699687174,65.82155046318869,70.38581856100105,86.54314968308142,125.0
Golden State Warriors,Los Angeles Lakers,71.0,77.0,26.0,30.0,81.38468592388813,91.23222748815165,88.26226501604769,84.12322274881517,148.0
Sacramento Kings,Miami Heat,86.0,76.0,30.0,27.0,107.5,98.08982963345379,95.0,110.9963861641714,162.0
San Antonio Spurs,Memphis Grizzlies,87.0,94.0,33.0,32.0,106.77466863033874,108.44485463774802,115.36573392243494,100.36917397323488,181.0
Utah Jazz,Atlanta Hawks,87.0,92.0,30.0,32.0,87.48994368463396,95.63409563409563,92.51810136765889,90.43659043659044,179.0
Indiana Pacers,Houston Rockets,92.0,89.0,32.0,32.0,91.81636726546905,89.93532740501212,88.82235528942115,92.96685529506871,181.0
New Orleans Pelicans,Toronto Raptors,77.0,90.0,27.0,29.0,87.81934306569342,98.21038847664775,102.64598540145984,84.0244434744653,167.0
Orlando Magic,Brooklyn Nets,80.0,86.0,29.0,36.0,86.91873098652759,95.7683741648107,93.43763581051716,89.086859688196,166.0
Charlotte Hornets,Oklahoma City Thunder,87.0,88.0,34.0,30.0,87.10452543051662,89.28571428571428,88.1057268722467,88.2711038961039,175.0
Detroit Pistons,Milwaukee Bucks,90.0,63.0,33.0,20.0,103.73443983402488,72.21458046767538,72.61410788381743,103.1636863823934,153.0
Philadelphia 76ers,Boston Celtics,95.0,89.0,36.0,28.0,116.13691931540342,107.53987433542773,108.80195599022005,114.78975350410825,184.0
Washington Wizards,Cleveland Cavaliers,72.0,59.0,26.0,20.0,79.7872340425532,60.27789129546384,65.38120567375887,73.55946056395587,131.0
Phoenix Suns,Dallas Mavericks,85.0,92.0,28.0,36.0,101.72331258975586,109.47168015230841,110.10052656773574,101.142313184198,177.0
Minnesota Timberwolves,Denver Nuggets,70.0,69.0,29.0,26.0,84.05379442843419,77.91327913279133,82.85302593659942,79.04245709123757,139.0
Golden State Warriors,LA Clippers,71.0,77.0,23.0,25.0,85.87324625060472,94.27032321253672,93.13014029995162,86.92458374142996,148.0
