visitor_fastBreakPoints,visitor_pointsInPaint,visitor_biggestLead,visitor_secondChancePoints,visitor_pointsOffTurnovers,visitor_longestRun,visitor_points,visitor_fgm,visitor_fga,visitor_fgp,visitor_ftm,visitor_fta,visitor_ftp,visitor_tpm,visitor_tpa,visitor_tpp,visitor_offReb,visitor_defReb,visitor_totReb,visitor_assists,visitor_pFouls,visitor_steals,visitor_turnovers,visitor_blocks,visitor_plusMinus,visitor_min,game_id,visitor_team,home_fastBreakPoints,home_pointsInPaint,home_biggestLead,home_secondChancePoints,home_pointsOffTurnovers,home_longestRun,home_points,home_fgm,home_fga,home_fgp,home_ftm,home_fta,home_ftp,home_tpm,home_tpa,home_tpp,home_offReb,home_defReb,home_totReb,home_assists,home_pFouls,home_steals,home_turnovers,home_blocks,home_plusMinus,home_min,home_team
,,,,,,111.0,41.0,86.0,47.7,13.0,16.0,81.3,16.0,35.0,45.7,11.0,25.0,36.0,28.0,14.0,4.0,13.0,2.0,-15,240:00,13504,Washington Wizards,,,,,,,126.0,48.0,80.0,81.3,10.0,14.0,71.4,20.0,40.0,50.0,6.0,29.0,35.0,32.0,16.0,9.0,10.0,2.0,15,240:00,Utah Jazz
,,,,,,108.0,38.0,75.0,50.7,19.0,28.0,67.9,13.0,36.0,36.1,8.0,30.0,38.0,24.0,18.0,5.0,18.0,4.0,-10,240:00,12163,Washington Wizards,,,,,,,118.0,47.0,87.0,67.9,10.0,13.0,76.9,14.0,31.0,45.2,8.0,34.0,42.0,32.0,23.0,8.0,9.0,2.0,10,240:00,Utah Jazz
,,,,,,141.0,53.0,87.0,60.9,15.0,20.0,75.0,20.0,31.0,64.5,5.0,25.0,30.0,35.0,21.0,10.0,14.0,4.0,9,240:00,13181,Washington Wizards,,,,,,,132.0,47.0,88.0,75.0,26.0,29.0,89.7,12.0,37.0,32.4,12.0,27.0,39.0,27.0,18.0,7.0,17.0,6.0,-9,240:00,Utah Jazz
,,,,,,110.0,45.0,88.0,51.1,11.0,13.0,84.6,9.0,33.0,27.3,6.0,26.0,32.0,31.0,22.0,10.0,14.0,4.0,-11,240:00,12189,Washington Wizards,,,,,,,121.0,45.0,86.0,84.6,24.0,30.0,80.0,7.0,20.0,35.0,13.0,32.0,45.0,22.0,14.0,10.0,16.0,3.0,11,240:00,Utah Jazz
,,,,,,124.0,48.0,88.0,54.5,10.0,11.0,90.9,18.0,34.0,52.9,7.0,41.0,48.0,25.0,15.0,7.0,16.0,6.0,16,240:00,12918,Washington Wizards,,,,,,,108.0,42.0,94.0,90.9,12.0,15.0,80.0,12.0,37.0,32.4,8.0,32.0,40.0,27.0,11.0,7.0,14.0,7.0,-16,240:00,Utah Jazz
10.0,62.0,17.0,20.0,11.0,14.0,116.0,44.0,100.0,44.0,21.0,26.0,80.8,7.0,23.0,30.4,19.0,42.0,61.0,23.0,24.0,5.0,13.0,10.0,6,240:00,10474,Washington Wizards,15.0,50.0,4.0,13.0,22.0,14.0,110.0,39.0,93.0,41.9,23.0,30.0,76.7,9.0,20.0,45.0,6.0,35.0,41.0,17.0,17.0,9.0,9.0,3.0,-6,240:00,Utah Jazz
,,,,,,128.0,50.0,94.0,53.2,19.0,22.0,86.4,9.0,31.0,29.0,4.0,32.0,36.0,29.0,13.0,9.0,3.0,6.0,21,240:00,12214,Washington Wizards,,,,,,,107.0,39.0,84.0,86.4,10.0,12.0,83.3,19.0,43.0,44.2,8.0,39.0,47.0,29.0,22.0,1.0,18.0,3.0,-21,240:00,Utah Jazz
,,,,,,125.0,47.0,91.0,51.6,17.0,21.0,81.0,14.0,33.0,42.4,13.0,39.0,52.0,32.0,18.0,11.0,12.0,5.0,29,240:00,13145,Washington Wizards,,,,,,,96.0,32.0,75.0,81.0,19.0,23.0,82.6,13.0,42.0,31.0,3.0,29.0,32.0,28.0,13.0,6.0,16.0,4.0,-29,240:00,Utah Jazz
,,,,,,121.0,40.0,97.0,41.2,21.0,27.0,77.8,20.0,48.0,41.7,15.0,31.0,46.0,26.0,24.0,13.0,18.0,6.0,-3,240:00,14078,Washington Wizards,,,,,,,124.0,42.0,98.0,77.8,23.0,33.0,69.7,17.0,48.0,35.4,19.0,39.0,58.0,31.0,22.0,7.0,21.0,8.0,3,240:00,Utah Jazz
,,,,,,131.0,49.0,97.0,50.5,14.0,19.0,73.7,19.0,42.0,45.2,10.0,25.0,35.0,29.0,14.0,4.0,11.0,8.0,-11,240:00,14354,Washington Wizards,,,,,,,142.0,55.0,96.0,73.7,13.0,20.0,65.0,19.0,42.0,45.2,13.0,36.0,49.0,38.0,18.0,5.0,14.0,4.0,11,240:00,Utah Jazz
9.0,38.0,5.0,12.0,12.0,12.0,106.0,40.0,92.0,43.5,13.0,15.0,86.7,13.0,31.0,41.9,9.0,34.0,43.0,24.0,15.0,10.0,18.0,7.0,-13,240:00,10223,Washington Wizards,26.0,64.0,28.0,10.0,21.0,16.0,119.0,47.0,92.0,51.1,15.0,20.0,75.0,10.0,25.0,40.0,10.0,38.0,48.0,29.0,13.0,14.0,17.0,7.0,13,240:00,Utah Jazz
,,,,,,104.0,39.0,81.0,48.1,15.0,21.0,71.4,11.0,33.0,33.3,5.0,34.0,39.0,22.0,21.0,10.0,14.0,7.0,15,240:00,11868,Washington Wizards,,,,,,,89.0,32.0,87.0,71.4,18.0,27.0,66.7,7.0,35.0,20.0,11.0,38.0,49.0,24.0,16.0,9.0,20.0,3.0,-15,240:00,Utah Jazz
,,,,,,110.0,42.0,91.0,46.2,8.0,13.0,61.5,18.0,46.0,39.1,9.0,25.0,34.0,26.0,24.0,8.0,10.0,4.0,-8,240:00,13285,Washington Wizards,,,,,,,118.0,43.0,79.0,61.5,20.0,22.0,90.9,12.0,26.0,46.2,8.0,38.0,46.0,24.0,16.0,3.0,15.0,4.0,8,240:00,Utah Jazz
,,,,,,123.0,51.0,111.0,45.9,7.0,13.0,53.8,14.0,43.0,32.6,18.0,42.0,60.0,37.0,21.0,5.0,10.0,9.0,-3,240:00,14162,Washington Wizards,,,,,,,126.0,45.0,100.0,53.8,11.0,17.0,64.7,25.0,53.0,47.2,11.0,39.0,50.0,36.0,15.0,5.0,9.0,6.0,3,240:00,Utah Jazz
10.0,36.0,21.0,15.0,10.0,9.0,127.0,44.0,82.0,53.7,22.0,27.0,81.5,17.0,34.0,50.0,5.0,36.0,41.0,28.0,21.0,4.0,9.0,1.0,18,240:00,10729,Washington Wizards,10.0,38.0,6.0,17.0,13.0,9.0,109.0,37.0,86.0,43.0,26.0,29.0,89.7,9.0,34.0,26.5,11.0,28.0,39.0,21.0,19.0,5.0,5.0,4.0,-18,240:00,Utah Jazz
,,,,,,102.0,36.0,81.0,44.4,14.0,19.0,73.7,16.0,45.0,35.6,10.0,34.0,44.0,24.0,22.0,9.0,13.0,6.0,5,240:00,12729,Washington Wizards,,,,,,,97.0,33.0,77.0,73.7,19.0,23.0,82.6,12.0,36.0,33.3,5.0,29.0,34.0,23.0,18.0,9.0,15.0,0.0,-5,240:00,Utah Jazz
,,,,,,100.0,37.0,81.0,45.7,15.0,16.0,93.8,11.0,37.0,29.7,7.0,29.0,36.0,21.0,16.0,2.0,11.0,7.0,-18,240:00,12745,Washington Wizards,,,,,,,118.0,42.0,84.0,93.8,17.0,20.0,85.0,17.0,35.0,48.6,9.0,34.0,43.0,31.0,19.0,7.0,10.0,1.0,18,240:00,Utah Jazz
,,,,,,113.0,45.0,80.0,56.3,6.0,6.0,100.0,17.0,34.0,50.0,5.0,27.0,32.0,34.0,18.0,8.0,14.0,5.0,14,240:00,13929,Washington Wizards,,,,,,,99.0,35.0,82.0,100.0,19.0,24.0,79.2,10.0,37.0,27.0,14.0,25.0,39.0,23.0,10.0,4.0,14.0,2.0,-14,240:00,Utah Jazz
5.0,52.0,4.0,10.0,25.0,10.0,99.0,41.0,84.0,48.8,10.0,15.0,66.7,7.0,29.0,24.1,5.0,33.0,38.0,23.0,24.0,9.0,14.0,4.0,-13,240:00,10487,Washington Wizards,14.0,40.0,24.0,7.0,15.0,10.0,112.0,40.0,81.0,49.4,20.0,26.0,76.9,12.0,31.0,38.7,9.0,30.0,39.0,28.0,18.0,8.0,14.0,5.0,13,240:00,Utah Jazz
,,,,,,108.0,37.0,80.0,46.3,22.0,28.0,78.6,12.0,28.0,42.9,8.0,38.0,46.0,21.0,24.0,6.0,19.0,2.0,-8,240:00,11056,Washington Wizards,,,,,,,116.0,41.0,93.0,78.6,21.0,28.0,75.0,13.0,36.0,36.1,12.0,34.0,46.0,23.0,26.0,12.0,15.0,6.0,8,240:00,Utah Jazz
,,,,,,103.0,38.0,81.0,46.9,12.0,17.0,70.6,15.0,44.0,34.1,9.0,26.0,35.0,26.0,16.0,9.0,13.0,0.0,-10,240:00,11511,Washington Wizards,,,,,,,113.0,40.0,73.0,70.6,20.0,24.0,83.3,13.0,31.0,41.9,5.0,34.0,39.0,24.0,16.0,7.0,17.0,0.0,10,240:00,Utah Jazz
,,,,,,102.0,32.0,78.0,41.0,28.0,32.0,87.5,10.0,30.0,33.3,10.0,41.0,51.0,19.0,20.0,7.0,13.0,2.0,11,240:00,12377,Washington Wizards,,,,,,,91.0,36.0,82.0,87.5,11.0,15.0,73.3,8.0,28.0,28.6,5.0,32.0,37.0,24.0,25.0,5.0,11.0,3.0,-11,240:00,Utah Jazz
,,,,,,116.0,37.0,80.0,46.3,27.0,35.0,77.1,15.0,34.0,44.1,8.0,34.0,42.0,26.0,20.0,2.0,11.0,1.0,-8,240:00,12868,Washington Wizards,,,,,,,124.0,45.0,93.0,77.1,20.0,30.0,66.7,14.0,36.0,38.9,11.0,32.0,43.0,32.0,23.0,8.0,5.0,2.0,8,240:00,Utah Jazz
,,,,,,118.0,43.0,83.0,51.8,19.0,25.0,76.0,13.0,35.0,37.1,8.0,23.0,31.0,26.0,19.0,7.0,10.0,2.0,2,240:00,12885,Washington Wizards,,,,,,,116.0,37.0,77.0,76.0,26.0,29.0,89.7,16.0,38.0,42.1,11.0,29.0,40.0,25.0,19.0,8.0,15.0,4.0,-2,240:00,Utah Jazz
,,,,,,112.0,38.0,82.0,46.3,22.0,24.0,91.7,14.0,33.0,42.4,9.0,38.0,47.0,26.0,11.0,6.0,15.0,6.0,21,240:00,13942,Washington Wizards,,,,,,,91.0,35.0,92.0,91.7,8.0,10.0,80.0,13.0,43.0,30.2,7.0,31.0,38.0,27.0,19.0,12.0,12.0,6.0,-21,240:00,Utah Jazz
4.0,20.0,4.0,6.0,4.0,8.0,90.0,31.0,85.0,36.5,21.0,24.0,87.5,7.0,38.0,18.4,6.0,43.0,49.0,21.0,21.0,4.0,8.0,4.0,-4,240:00,10255,Washington Wizards,7.0,42.0,7.0,19.0,10.0,8.0,94.0,34.0,88.0,38.6,20.0,28.0,71.4,6.0,31.0,19.4,11.0,42.0,53.0,20.0,17.0,3.0,8.0,3.0,4,240:00,Utah Jazz
4.0,34.0,3.0,5.0,14.0,13.0,98.0,39.0,92.0,42.4,7.0,13.0,53.8,13.0,33.0,39.4,5.0,28.0,33.0,21.0,12.0,9.0,7.0,4.0,-28,240:00,10647,Washington Wizards,8.0,58.0,35.0,9.0,11.0,13.0,126.0,50.0,82.0,61.0,14.0,20.0,70.0,12.0,28.0,42.9,5.0,48.0,53.0,26.0,12.0,4.0,14.0,6.0,28,240:00,Utah Jazz
5.0,32.0,5.0,13.0,15.0,13.0,86.0,31.0,96.0,32.3,17.0,19.0,89.5,7.0,37.0,18.9,16.0,37.0,53.0,17.0,22.0,10.0,11.0,3.0,-7,240:00,10873,Washington Wizards,8.0,42.0,16.0,19.0,14.0,11.0,93.0,34.0,84.0,40.5,15.0,23.0,65.2,10.0,38.0,26.3,11.0,47.0,58.0,19.0,21.0,4.0,21.0,6.0,7,240:00,Utah Jazz
6.0,34.0,18.0,4.0,19.0,13.0,114.0,44.0,89.0,49.4,14.0,15.0,93.3,12.0,25.0,48.0,6.0,37.0,43.0,25.0,20.0,7.0,12.0,5.0,4,240:00,10882,Washington Wizards,7.0,46.0,3.0,10.0,13.0,11.0,110.0,38.0,82.0,46.3,20.0,31.0,64.5,14.0,36.0,38.9,9.0,35.0,44.0,27.0,17.0,4.0,15.0,6.0,-4,240:00,Utah Jazz
13.0,30.0,1.0,7.0,12.0,12.0,100.0,39.0,92.0,42.4,7.0,11.0,63.6,15.0,52.0,28.8,6.0,31.0,37.0,24.0,18.0,12.0,16.0,3.0,-16,240:00,10898,Washington Wizards,18.0,54.0,29.0,10.0,26.0,15.0,116.0,43.0,87.0,49.4,16.0,20.0,80.0,14.0,36.0,38.9,7.0,44.0,51.0,23.0,13.0,10.0,16.0,2.0,16,240:00,Utah Jazz
,,,,,,113.0,41.0,90.0,45.6,19.0,25.0,76.0,12.0,38.0,31.6,11.0,37.0,48.0,24.0,17.0,5.0,20.0,3.0,-5,240:00,11316,Washington Wizards,,,,,,,118.0,43.0,87.0,76.0,14.0,18.0,77.8,18.0,42.0,42.9,5.0,30.0,35.0,30.0,20.0,9.0,13.0,12.0,5,240:00,Utah Jazz
,,,,,,105.0,39.0,92.0,42.4,9.0,11.0,81.8,18.0,46.0,39.1,13.0,40.0,53.0,26.0,13.0,7.0,13.0,3.0,13,240:00,12242,Washington Wizards,,,,,,,92.0,36.0,83.0,81.8,9.0,11.0,81.8,11.0,33.0,33.3,5.0,33.0,38.0,28.0,11.0,10.0,15.0,3.0,-13,240:00,Utah Jazz
,,,,,,105.0,41.0,85.0,48.2,13.0,16.0,81.3,10.0,33.0,30.3,7.0,39.0,46.0,28.0,13.0,8.0,19.0,8.0,3,240:00,12480,Washington Wizards,,,,,,,102.0,39.0,99.0,81.3,11.0,12.0,91.7,13.0,35.0,37.1,15.0,32.0,47.0,24.0,18.0,11.0,15.0,4.0,-3,240:00,Utah Jazz
,,,,,,118.0,42.0,89.0,47.2,19.0,27.0,70.4,15.0,47.0,31.9,13.0,40.0,53.0,23.0,23.0,3.0,17.0,5.0,9,240:00,12694,Washington Wizards,,,,,,,109.0,38.0,100.0,70.4,19.0,21.0,90.5,14.0,42.0,33.3,18.0,29.0,47.0,24.0,25.0,9.0,8.0,7.0,-9,240:00,Utah Jazz
,,,,,,133.0,44.0,86.0,51.2,30.0,37.0,81.1,15.0,37.0,40.5,6.0,42.0,48.0,34.0,21.0,5.0,11.0,4.0,4,240:00,12848,Washington Wizards,,,,,,,129.0,47.0,114.0,81.1,20.0,25.0,80.0,15.0,34.0,44.1,18.0,33.0,51.0,25.0,27.0,3.0,6.0,4.0,-4,240:00,Utah Jazz
,,,,,,122.0,46.0,93.0,49.5,17.0,25.0,68.0,13.0,40.0,32.5,8.0,39.0,47.0,24.0,14.0,5.0,15.0,3.0,-11,240:00,14137,Washington Wizards,,,,,,,133.0,46.0,96.0,68.0,20.0,23.0,87.0,21.0,47.0,44.7,9.0,37.0,46.0,30.0,17.0,10.0,10.0,4.0,11,240:00,Utah Jazz
,,,,,,122.0,44.0,80.0,55.0,21.0,31.0,67.7,13.0,36.0,36.1,10.0,35.0,45.0,30.0,13.0,7.0,12.0,2.0,16,240:00,14333,Washington Wizards,,,,,,,106.0,41.0,88.0,67.7,7.0,7.0,100.0,17.0,45.0,37.8,5.0,28.0,33.0,25.0,23.0,7.0,14.0,2.0,-16,240:00,Utah Jazz
11.0,52.0,14.0,18.0,10.0,8.0,118.0,43.0,88.0,48.9,22.0,33.0,66.7,10.0,31.0,32.3,12.0,38.0,50.0,20.0,18.0,5.0,13.0,5.0,6,240:00,10514,Washington Wizards,15.0,46.0,8.0,10.0,15.0,9.0,112.0,47.0,94.0,50.0,8.0,11.0,72.7,10.0,26.0,38.5,5.0,35.0,40.0,25.0,23.0,5.0,12.0,2.0,-6,240:00,Utah Jazz
17.0,54.0,24.0,12.0,16.0,9.0,127.0,46.0,87.0,52.9,23.0,25.0,92.0,12.0,35.0,34.3,8.0,39.0,47.0,32.0,19.0,8.0,14.0,8.0,21,240:00,10748,Washington Wizards,15.0,42.0,2.0,12.0,21.0,9.0,106.0,42.0,98.0,42.9,13.0,13.0,100,9.0,33.0,27.3,13.0,29.0,42.0,22.0,21.0,8.0,14.0,2.0,-21,240:00,Utah Jazz
15.0,46.0,37.0,11.0,16.0,13.0,111.0,43.0,91.0,47.3,10.0,14.0,71.4,15.0,41.0,36.6,9.0,46.0,55.0,27.0,15.0,8.0,9.0,6.0,30,240:00,10886,Washington Wizards,5.0,30.0,1.0,6.0,7.0,11.0,81.0,33.0,84.0,39.3,6.0,10.0,60.0,9.0,34.0,26.5,5.0,38.0,43.0,22.0,15.0,5.0,13.0,2.0,-30,240:00,Utah Jazz
19.0,44.0,24.0,7.0,12.0,11.0,119.0,45.0,86.0,52.3,12.0,18.0,66.7,17.0,33.0,51.5,5.0,46.0,51.0,21.0,23.0,6.0,14.0,4.0,24,240:00,10891,Washington Wizards,12.0,36.0,3.0,7.0,15.0,11.0,95.0,35.0,90.0,38.9,16.0,17.0,94.1,9.0,36.0,25.0,8.0,36.0,44.0,27.0,18.0,5.0,11.0,3.0,-24,240:00,Utah Jazz
,,,,,,127.0,50.0,94.0,53.2,17.0,23.0,73.9,10.0,31.0,32.3,16.0,41.0,57.0,32.0,15.0,8.0,15.0,4.0,23,240:00,11028,Washington Wizards,,,,,,,104.0,37.0,92.0,73.9,14.0,21.0,66.7,16.0,51.0,31.4,7.0,28.0,35.0,25.0,21.0,10.0,14.0,6.0,-23,240:00,Utah Jazz
,,,,,,119.0,42.0,92.0,45.7,26.0,30.0,86.7,9.0,22.0,40.9,8.0,45.0,53.0,21.0,23.0,5.0,14.0,10.0,6,240:00,11568,Washington Wizards,,,,,,,113.0,41.0,110.0,86.7,22.0,32.0,68.8,9.0,44.0,20.5,22.0,39.0,61.0,18.0,21.0,7.0,14.0,6.0,-6,240:00,Utah Jazz
,,,,,,100.0,37.0,97.0,38.1,16.0,21.0,76.2,10.0,32.0,31.3,15.0,36.0,51.0,19.0,17.0,4.0,6.0,2.0,-12,240:00,11932,Washington Wizards,,,,,,,112.0,40.0,88.0,76.2,14.0,18.0,77.8,18.0,47.0,38.3,9.0,43.0,52.0,24.0,16.0,4.0,9.0,7.0,12,240:00,Utah Jazz
,,,,,,120.0,45.0,98.0,45.9,17.0,22.0,77.3,13.0,37.0,35.1,14.0,37.0,51.0,32.0,18.0,14.0,21.0,4.0,7,240:00,12817,Washington Wizards,,,,,,,113.0,44.0,98.0,77.3,9.0,13.0,69.2,16.0,48.0,33.3,9.0,34.0,43.0,28.0,21.0,12.0,21.0,6.0,-7,240:00,Utah Jazz
,,,,,,97.0,36.0,86.0,41.9,14.0,16.0,87.5,11.0,27.0,40.7,7.0,37.0,44.0,25.0,21.0,4.0,12.0,2.0,-16,240:00,13412,Washington Wizards,,,,,,,113.0,37.0,86.0,87.5,24.0,32.0,75.0,15.0,46.0,32.6,11.0,38.0,49.0,22.0,18.0,7.0,7.0,4.0,16,240:00,Utah Jazz
15.0,56.0,28.0,20.0,14.0,12.0,124.0,44.0,83.0,53.0,26.0,33.0,78.8,10.0,21.0,47.6,16.0,32.0,48.0,22.0,22.0,9.0,21.0,3.0,4,240:00,10789,Washington Wizards,16.0,64.0,1.0,16.0,28.0,10.0,120.0,46.0,91.0,50.5,17.0,22.0,77.3,11.0,31.0,35.5,9.0,23.0,32.0,30.0,23.0,7.0,13.0,9.0,-4,240:00,Utah Jazz
,,,,,,150.0,57.0,87.0,65.5,13.0,16.0,81.3,23.0,43.0,53.5,4.0,35.0,39.0,38.0,21.0,5.0,13.0,5.0,24,240:00,11498,Washington Wizards,,,,,,,126.0,46.0,88.0,81.3,18.0,24.0,75.0,16.0,38.0,42.1,6.0,24.0,30.0,31.0,16.0,6.0,11.0,1.0,-24,240:00,Utah Jazz
,,,,,,101.0,38.0,81.0,46.9,14.0,21.0,66.7,11.0,37.0,29.7,8.0,29.0,37.0,28.0,10.0,12.0,14.0,5.0,-8,240:00,13632,Washington Wizards,,,,,,,109.0,42.0,80.0,66.7,8.0,12.0,66.7,17.0,29.0,58.6,8.0,35.0,43.0,30.0,18.0,11.0,16.0,3.0,8,240:00,Utah Jazz
16.0,62.0,5.0,10.0,17.0,8.0,122.0,48.0,96.0,50.0,13.0,16.0,81.2,13.0,40.0,32.5,7.0,25.0,32.0,32.0,12.0,7.0,9.0,4.0,-12,240:00,10408,Washington Wizards,15.0,56.0,18.0,11.0,9.0,9.0,134.0,55.0,87.0,63.2,10.0,13.0,76.9,14.0,31.0,45.2,6.0,37.0,43.0,32.0,15.0,6.0,13.0,3.0,12,240:00,Utah Jazz
,,,,,,105.0,35.0,81.0,43.2,24.0,27.0,88.9,11.0,36.0,30.6,7.0,27.0,34.0,25.0,20.0,11.0,14.0,4.0,-9,240:00,12536,Washington Wizards,,,,,,,114.0,39.0,77.0,88.9,19.0,22.0,86.4,17.0,43.0,39.5,6.0,36.0,42.0,27.0,20.0,6.0,23.0,1.0,9,240:00,Utah Jazz
,,,,,,129.0,45.0,93.0,48.4,27.0,32.0,84.4,12.0,30.0,40.0,13.0,35.0,48.0,24.0,22.0,9.0,14.0,16.0,6,240:00,13271,Washington Wizards,,,,,,,123.0,42.0,92.0,84.4,19.0,26.0,73.1,20.0,45.0,44.4,10.0,32.0,42.0,28.0,25.0,6.0,14.0,5.0,-6,240:00,Utah Jazz
,,,,,,139.0,51.0,94.0,54.3,26.0,30.0,86.7,11.0,24.0,45.8,6.0,41.0,47.0,23.0,21.0,9.0,12.0,6.0,8,240:00,13919,Washington Wizards,,,,,,,131.0,46.0,100.0,86.7,21.0,31.0,67.7,18.0,42.0,42.9,14.0,36.0,50.0,33.0,24.0,6.0,16.0,8.0,-8,240:00,Utah Jazz
,,,,,,125.0,44.0,91.0,48.4,19.0,24.0,79.2,18.0,41.0,43.9,7.0,39.0,46.0,32.0,17.0,7.0,14.0,5.0,2,240:00,14100,Washington Wizards,,,,,,,123.0,45.0,103.0,79.2,16.0,17.0,94.1,17.0,52.0,32.7,13.0,40.0,53.0,31.0,18.0,7.0,14.0,2.0,-2,240:00,Utah Jazz
,,,,,,119.0,47.0,88.0,53.4,10.0,15.0,66.7,15.0,36.0,41.7,10.0,23.0,33.0,30.0,20.0,8.0,13.0,4.0,-16,240:00,14235,Washington Wizards,,,,,,,135.0,51.0,94.0,66.7,17.0,17.0,100.0,16.0,38.0,42.1,10.0,30.0,40.0,29.0,17.0,7.0,13.0,4.0,16,240:00,Utah Jazz
,,,,,,125.0,43.0,89.0,48.3,30.0,34.0,88.2,9.0,27.0,33.3,12.0,34.0,46.0,27.0,30.0,10.0,27.0,7.0,-4,240:00,10995,Washington Wizards,,,,,,,129.0,46.0,93.0,88.2,26.0,36.0,72.2,11.0,37.0,29.7,15.0,29.0,44.0,29.0,27.0,13.0,22.0,8.0,4,240:00,Utah Jazz
,,,,,,111.0,44.0,87.0,50.6,16.0,18.0,88.9,7.0,27.0,25.9,6.0,29.0,35.0,23.0,23.0,5.0,15.0,8.0,-4,240:00,11215,Washington Wizards,,,,,,,115.0,42.0,84.0,88.9,28.0,36.0,77.8,3.0,19.0,15.8,13.0,37.0,50.0,20.0,18.0,8.0,16.0,5.0,4,240:00,Utah Jazz
,,,,,,124.0,48.0,88.0,54.5,11.0,15.0,73.3,17.0,40.0,42.5,12.0,29.0,41.0,32.0,21.0,6.0,13.0,8.0,6,240:00,12833,Washington Wizards,,,,,,,118.0,41.0,82.0,73.3,28.0,35.0,80.0,8.0,25.0,32.0,13.0,26.0,39.0,20.0,17.0,10.0,12.0,1.0,-6,240:00,Utah Jazz
12.0,42.0,9.0,5.0,15.0,9.0,109.0,40.0,78.0,51.3,15.0,19.0,78.9,14.0,34.0,41.2,4.0,29.0,33.0,25.0,24.0,5.0,15.0,4.0,-17,240:00,10663,Washington Wizards,16.0,48.0,17.0,12.0,20.0,12.0,126.0,41.0,83.0,49.4,32.0,34.0,94.1,12.0,29.0,41.4,10.0,33.0,43.0,23.0,17.0,10.0,10.0,2.0,17,240:00,Utah Jazz
,,,,,,124.0,43.0,85.0,50.6,21.0,24.0,87.5,17.0,33.0,51.5,12.0,34.0,46.0,30.0,18.0,4.0,15.0,6.0,14,240:00,11266,Washington Wizards,,,,,,,110.0,44.0,89.0,87.5,11.0,17.0,64.7,11.0,32.0,34.4,7.0,30.0,37.0,25.0,18.0,2.0,12.0,1.0,-14,240:00,Utah Jazz
,,,,,,106.0,40.0,88.0,45.5,10.0,14.0,71.4,16.0,41.0,39.0,12.0,37.0,49.0,25.0,17.0,5.0,19.0,7.0,-8,240:00,13371,Washington Wizards,,,,,,,114.0,41.0,95.0,71.4,19.0,21.0,90.5,13.0,40.0,32.5,12.0,37.0,49.0,29.0,15.0,12.0,11.0,0.0,8,240:00,Utah Jazz
,,,,,,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,240:00,14123,Washington Wizards,,,,,,,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12,240:00,Utah Jazz
4.0,44.0,12.0,17.0,7.0,10.0,104.0,34.0,79.0,43.0,30.0,33.0,90.9,6.0,23.0,26.1,6.0,41.0,47.0,16.0,24.0,6.0,12.0,3.0,-5,240:00,10691,Washington Wizards,7.0,44.0,13.0,20.0,16.0,10.0,109.0,38.0,89.0,42.7,21.0,35.0,60.0,12.0,35.0,34.3,13.0,33.0,46.0,19.0,22.0,4.0,6.0,4.0,5,240:00,Utah Jazz
,,,,,,117.0,43.0,86.0,50.0,15.0,26.0,57.7,16.0,35.0,45.7,12.0,35.0,47.0,23.0,17.0,2.0,10.0,4.0,-1,240:00,11534,Washington Wizards,,,,,,,118.0,45.0,93.0,57.7,14.0,18.0,77.8,14.0,31.0,45.2,11.0,30.0,41.0,24.0,22.0,6.0,4.0,4.0,1,240:00,Utah Jazz
,,,,,,116.0,46.0,89.0,51.7,9.0,11.0,81.8,15.0,38.0,39.5,13.0,39.0,52.0,29.0,17.0,6.0,16.0,7.0,16,240:00,13016,Washington Wizards,,,,,,,100.0,37.0,89.0,81.8,13.0,16.0,81.3,13.0,32.0,40.6,11.0,28.0,39.0,24.0,17.0,9.0,11.0,7.0,-16,240:00,Utah Jazz
,,,,,,120.0,46.0,91.0,50.5,16.0,21.0,76.2,12.0,32.0,37.5,16.0,37.0,53.0,27.0,17.0,7.0,21.0,6.0,1,240:00,13738,Washington Wizards,,,,,,,119.0,49.0,101.0,76.2,13.0,16.0,81.3,8.0,31.0,25.8,15.0,29.0,44.0,25.0,21.0,15.0,12.0,3.0,-1,240:00,Utah Jazz
,,,,,,123.0,48.0,94.0,51.1,12.0,18.0,66.7,15.0,37.0,40.5,10.0,30.0,40.0,31.0,17.0,7.0,15.0,3.0,-1,240:00,14281,Washington Wizards,,,,,,,124.0,44.0,82.0,66.7,22.0,27.0,81.5,14.0,36.0,38.9,7.0,33.0,40.0,31.0,17.0,10.0,18.0,6.0,1,240:00,Utah Jazz
,,,,,,120.0,46.0,84.0,54.8,19.0,22.0,86.4,9.0,28.0,32.1,3.0,28.0,31.0,25.0,18.0,6.0,12.0,7.0,-8,240:00,11467,Washington Wizards,,,,,,,128.0,45.0,91.0,86.4,20.0,25.0,80.0,18.0,34.0,52.9,15.0,33.0,48.0,25.0,25.0,7.0,18.0,5.0,8,240:00,Utah Jazz
,,,,,,91.0,36.0,77.0,46.8,7.0,8.0,87.5,12.0,30.0,40.0,2.0,37.0,39.0,26.0,25.0,3.0,20.0,2.0,-23,240:00,11483,Washington Wizards,,,,,,,114.0,37.0,92.0,87.5,23.0,32.0,71.9,17.0,44.0,38.6,15.0,35.0,50.0,19.0,13.0,13.0,12.0,2.0,23,240:00,Utah Jazz
