visitor_fastBreakPoints,visitor_pointsInPaint,visitor_biggestLead,visitor_secondChancePoints,visitor_pointsOffTurnovers,visitor_longestRun,visitor_points,visitor_fgm,visitor_fga,visitor_fgp,visitor_ftm,visitor_fta,visitor_ftp,visitor_tpm,visitor_tpa,visitor_tpp,visitor_offReb,visitor_defReb,visitor_totReb,visitor_assists,visitor_pFouls,visitor_steals,visitor_turnovers,visitor_blocks,visitor_plusMinus,visitor_min,game_id,visitor_team,home_fastBreakPoints,home_pointsInPaint,home_biggestLead,home_secondChancePoints,home_pointsOffTurnovers,home_longestRun,home_points,home_fgm,home_fga,home_fgp,home_ftm,home_fta,home_ftp,home_tpm,home_tpa,home_tpp,home_offReb,home_defReb,home_totReb,home_assists,home_pFouls,home_steals,home_turnovers,home_blocks,home_plusMinus,home_min,home_team
,,,,,,116.0,40.0,84.0,47.6,19.0,31.0,61.3,17.0,41.0,41.5,6.0,32.0,38.0,25.0,21.0,4.0,16.0,6.0,-11,240:00,12663,Washington Wizards,,,,,,,127.0,49.0,99.0,61.3,18.0,27.0,66.7,11.0,36.0,30.6,15.0,35.0,50.0,27.0,25.0,10.0,12.0,4.0,11,240:00,Utah Jazz
8.0,42.0,9.0,6.0,16.0,10.0,109.0,42.0,88.0,47.7,8.0,8.0,100,17.0,39.0,43.6,8.0,22.0,30.0,22.0,21.0,9.0,11.0,3.0,-5,240:00,10468,Washington Wizards,7.0,46.0,6.0,12.0,17.0,10.0,114.0,40.0,74.0,54.1,18.0,22.0,81.8,16.0,38.0,42.1,9.0,35.0,44.0,22.0,14.0,9.0,18.0,4.0,5,240:00,Utah Jazz
3.0,42.0,17.0,14.0,13.0,6.0,126.0,41.0,83.0,49.4,26.0,31.0,83.9,18.0,42.0,42.9,6.0,26.0,32.0,24.0,32.0,10.0,8.0,1.0,8,240:00,10884,Washington Wizards,9.0,56.0,3.0,5.0,6.0,7.0,118.0,39.0,69.0,56.5,31.0,33.0,93.9,9.0,28.0,32.1,1.0,31.0,32.0,20.0,28.0,2.0,14.0,4.0,-8,240:00,Utah Jazz
6.0,30.0,8.0,12.0,6.0,7.0,99.0,33.0,77.0,42.9,18.0,23.0,78.3,15.0,44.0,34.1,7.0,36.0,43.0,15.0,29.0,4.0,11.0,2.0,-1,240:00,10890,Washington Wizards,3.0,38.0,16.0,22.0,11.0,8.0,100.0,32.0,79.0,40.5,26.0,42.0,61.9,10.0,35.0,28.6,13.0,33.0,46.0,17.0,21.0,4.0,8.0,3.0,1,240:00,Utah Jazz
6.0,36.0,8.0,3.0,18.0,8.0,98.0,36.0,80.0,45.0,9.0,11.0,81.8,17.0,43.0,39.5,3.0,34.0,37.0,22.0,19.0,6.0,9.0,4.0,2,240:00,10901,Washington Wizards,9.0,54.0,12.0,14.0,13.0,8.0,96.0,36.0,84.0,42.9,15.0,20.0,75.0,9.0,35.0,25.7,11.0,37.0,48.0,20.0,15.0,5.0,11.0,4.0,-2,240:00,Utah Jazz
,,,,,,101.0,41.0,91.0,45.1,13.0,17.0,76.5,6.0,26.0,23.1,12.0,40.0,52.0,25.0,22.0,6.0,36.0,3.0,-14,240:00,11047,Washington Wizards,,,,,,,115.0,38.0,85.0,76.5,22.0,33.0,66.7,17.0,47.0,36.2,6.0,30.0,36.0,28.0,23.0,17.0,18.0,8.0,14,240:00,Utah Jazz
,,,,,,108.0,39.0,82.0,47.6,17.0,24.0,70.8,13.0,36.0,36.1,13.0,36.0,49.0,26.0,23.0,9.0,17.0,6.0,8,240:00,11799,Washington Wizards,,,,,,,100.0,35.0,80.0,70.8,12.0,17.0,70.6,18.0,46.0,39.1,7.0,24.0,31.0,26.0,18.0,7.0,14.0,3.0,-8,240:00,Utah Jazz
,,,,,,111.0,41.0,87.0,47.1,23.0,26.0,88.5,6.0,31.0,19.4,10.0,27.0,37.0,21.0,23.0,4.0,13.0,4.0,-13,240:00,11862,Washington Wizards,,,,,,,124.0,41.0,88.0,88.5,27.0,31.0,87.1,15.0,39.0,38.5,17.0,32.0,49.0,26.0,25.0,6.0,14.0,4.0,13,240:00,Utah Jazz
,,,,,,127.0,49.0,96.0,51.0,17.0,18.0,94.4,12.0,44.0,27.3,7.0,46.0,53.0,37.0,15.0,9.0,13.0,6.0,37,240:00,13005,Washington Wizards,,,,,,,90.0,37.0,93.0,94.4,5.0,10.0,50.0,11.0,40.0,27.5,8.0,33.0,41.0,28.0,15.0,6.0,16.0,5.0,-37,240:00,Utah Jazz
,,,,,,105.0,37.0,87.0,42.5,18.0,22.0,81.8,13.0,39.0,33.3,11.0,35.0,46.0,28.0,15.0,6.0,13.0,3.0,-10,240:00,13589,Washington Wizards,,,,,,,115.0,44.0,92.0,81.8,15.0,18.0,83.3,12.0,42.0,28.6,10.0,37.0,47.0,31.0,17.0,9.0,6.0,7.0,10,240:00,Utah Jazz
,,,,,,115.0,43.0,85.0,50.6,16.0,21.0,76.2,13.0,34.0,38.2,16.0,24.0,40.0,25.0,20.0,11.0,20.0,2.0,2,240:00,14290,Washington Wizards,,,,,,,113.0,43.0,85.0,76.2,15.0,20.0,75.0,12.0,39.0,30.8,11.0,19.0,30.0,25.0,18.0,11.0,17.0,10.0,-2,240:00,Utah Jazz
7.0,46.0,1.0,15.0,5.0,9.0,103.0,36.0,83.0,43.4,19.0,24.0,79.2,12.0,31.0,38.7,12.0,33.0,45.0,22.0,20.0,5.0,13.0,6.0,-8,240:00,10537,Washington Wizards,11.0,32.0,20.0,15.0,19.0,12.0,111.0,39.0,88.0,44.3,16.0,20.0,80.0,17.0,46.0,37.0,9.0,34.0,43.0,19.0,21.0,9.0,9.0,5.0,8,240:00,Utah Jazz
11.0,56.0,11.0,13.0,19.0,7.0,100.0,41.0,89.0,46.1,6.0,10.0,60.0,12.0,34.0,35.3,7.0,29.0,36.0,23.0,20.0,5.0,6.0,1.0,-14,240:00,10686,Washington Wizards,13.0,38.0,19.0,17.0,8.0,8.0,114.0,40.0,77.0,51.9,17.0,24.0,70.8,17.0,34.0,50.0,10.0,35.0,45.0,21.0,13.0,3.0,8.0,2.0,14,240:00,Utah Jazz
8.0,50.0,12.0,20.0,10.0,10.0,99.0,36.0,83.0,43.4,20.0,23.0,87.0,7.0,22.0,31.8,13.0,40.0,53.0,15.0,25.0,3.0,14.0,5.0,6,240:00,10870,Washington Wizards,10.0,36.0,9.0,7.0,14.0,8.0,93.0,29.0,76.0,38.2,26.0,34.0,76.5,9.0,32.0,28.1,7.0,27.0,34.0,17.0,22.0,8.0,7.0,4.0,-6,240:00,Utah Jazz
3.0,50.0,10.0,18.0,4.0,9.0,104.0,38.0,82.0,46.3,17.0,20.0,85.0,11.0,29.0,37.9,11.0,39.0,50.0,19.0,19.0,2.0,10.0,4.0,-6,240:00,10877,Washington Wizards,16.0,28.0,8.0,4.0,12.0,10.0,110.0,39.0,83.0,47.0,10.0,13.0,76.9,22.0,47.0,46.8,2.0,29.0,31.0,22.0,19.0,5.0,3.0,2.0,6,240:00,Utah Jazz
7.0,44.0,0.0,8.0,7.0,14.0,77.0,29.0,77.0,37.7,16.0,21.0,76.2,3.0,30.0,10.0,7.0,33.0,40.0,12.0,24.0,8.0,13.0,2.0,-25,240:00,10895,Washington Wizards,8.0,46.0,33.0,14.0,21.0,14.0,102.0,37.0,85.0,43.5,16.0,21.0,76.2,12.0,43.0,27.9,11.0,38.0,49.0,16.0,18.0,6.0,10.0,1.0,25,240:00,Utah Jazz
,,,,,,103.0,42.0,84.0,50.0,8.0,15.0,53.3,11.0,38.0,28.9,7.0,30.0,37.0,20.0,14.0,9.0,12.0,4.0,3,240:00,11164,Washington Wizards,,,,,,,100.0,39.0,84.0,53.3,12.0,14.0,85.7,10.0,30.0,33.3,12.0,28.0,40.0,28.0,17.0,6.0,17.0,1.0,-3,240:00,Utah Jazz
,,,,,,113.0,43.0,86.0,50.0,17.0,28.0,60.7,10.0,32.0,31.3,11.0,32.0,43.0,33.0,20.0,12.0,13.0,3.0,16,240:00,13556,Washington Wizards,,,,,,,97.0,38.0,83.0,60.7,17.0,19.0,89.5,4.0,30.0,13.3,5.0,33.0,38.0,29.0,23.0,6.0,18.0,3.0,-16,240:00,Utah Jazz
,,,,,,147.0,56.0,101.0,55.4,13.0,19.0,68.4,22.0,49.0,44.9,11.0,36.0,47.0,37.0,14.0,11.0,8.0,5.0,50,240:00,13761,Washington Wizards,,,,,,,97.0,35.0,87.0,68.4,15.0,18.0,83.3,12.0,33.0,36.4,11.0,32.0,43.0,22.0,20.0,6.0,19.0,3.0,-50,240:00,Utah Jazz
,,,,,,120.0,42.0,89.0,47.2,17.0,22.0,77.3,19.0,45.0,42.2,3.0,40.0,43.0,24.0,20.0,10.0,17.0,6.0,4,240:00,13852,Washington Wizards,,,,,,,116.0,41.0,92.0,77.3,19.0,25.0,76.0,15.0,44.0,34.1,6.0,41.0,47.0,23.0,23.0,10.0,16.0,4.0,-4,240:00,Utah Jazz
,,,,,,102.0,39.0,87.0,44.8,16.0,21.0,76.2,8.0,26.0,30.8,10.0,35.0,45.0,21.0,27.0,8.0,17.0,10.0,-5,240:00,14068,Washington Wizards,,,,,,,107.0,38.0,90.0,76.2,20.0,29.0,69.0,11.0,28.0,39.3,15.0,34.0,49.0,22.0,17.0,7.0,20.0,6.0,5,240:00,Utah Jazz
,,,,,,110.0,43.0,95.0,45.3,13.0,17.0,76.5,11.0,39.0,28.2,13.0,37.0,50.0,27.0,23.0,9.0,14.0,12.0,8,240:00,14164,Washington Wizards,,,,,,,102.0,34.0,92.0,76.5,24.0,29.0,82.8,10.0,35.0,28.6,15.0,35.0,50.0,24.0,17.0,7.0,15.0,5.0,-8,240:00,Utah Jazz
8.0,30.0,0.0,4.0,5.0,11.0,103.0,34.0,78.0,43.6,24.0,26.0,92.3,11.0,38.0,28.9,5.0,31.0,36.0,14.0,16.0,3.0,13.0,3.0,-32,240:00,10717,Washington Wizards,20.0,30.0,34.0,14.0,22.0,10.0,135.0,49.0,90.0,54.4,20.0,22.0,90.9,17.0,33.0,51.5,8.0,37.0,45.0,33.0,19.0,7.0,9.0,4.0,32,240:00,Utah Jazz
,,,,,,113.0,41.0,84.0,48.8,19.0,20.0,95.0,12.0,30.0,40.0,8.0,44.0,52.0,25.0,21.0,5.0,17.0,5.0,8,240:00,11221,Washington Wizards,,,,,,,105.0,37.0,86.0,95.0,13.0,21.0,61.9,18.0,47.0,38.3,7.0,34.0,41.0,19.0,13.0,9.0,13.0,1.0,-8,240:00,Utah Jazz
,,,,,,117.0,43.0,89.0,48.3,19.0,23.0,82.6,12.0,36.0,33.3,8.0,38.0,46.0,23.0,22.0,6.0,12.0,1.0,-13,240:00,12706,Washington Wizards,,,,,,,130.0,48.0,92.0,82.6,17.0,29.0,58.6,17.0,42.0,40.5,9.0,37.0,46.0,32.0,16.0,6.0,10.0,4.0,13,240:00,Utah Jazz
,,,,,,126.0,47.0,89.0,52.8,22.0,26.0,84.6,10.0,30.0,33.3,8.0,30.0,38.0,24.0,25.0,6.0,9.0,2.0,-1,240:00,11766,Washington Wizards,,,,,,,127.0,42.0,83.0,84.6,32.0,41.0,78.0,11.0,30.0,36.7,6.0,35.0,41.0,28.0,22.0,7.0,11.0,3.0,1,240:00,Utah Jazz
,,,,,,112.0,43.0,96.0,44.8,17.0,26.0,65.4,9.0,36.0,25.0,12.0,44.0,56.0,27.0,18.0,7.0,16.0,12.0,8,240:00,13316,Washington Wizards,,,,,,,104.0,44.0,106.0,65.4,9.0,15.0,60.0,7.0,32.0,21.9,12.0,40.0,52.0,27.0,25.0,9.0,16.0,7.0,-8,240:00,Utah Jazz
9.0,48.0,3.0,4.0,12.0,11.0,111.0,42.0,75.0,56.0,16.0,19.0,84.2,11.0,29.0,37.9,4.0,30.0,34.0,28.0,29.0,4.0,22.0,5.0,-6,240:00,10272,Washington Wizards,12.0,60.0,16.0,10.0,28.0,9.0,117.0,44.0,85.0,51.8,17.0,23.0,73.9,12.0,35.0,34.3,8.0,26.0,34.0,29.0,22.0,8.0,11.0,1.0,6,240:00,Utah Jazz
,,,,,,108.0,43.0,86.0,50.0,17.0,26.0,65.4,5.0,19.0,26.3,15.0,27.0,42.0,28.0,21.0,7.0,18.0,8.0,-2,240:00,11307,Washington Wizards,,,,,,,110.0,45.0,88.0,65.4,12.0,14.0,85.7,8.0,28.0,28.6,12.0,28.0,40.0,27.0,24.0,7.0,16.0,5.0,2,240:00,Utah Jazz
,,,,,,131.0,47.0,80.0,58.8,27.0,31.0,87.1,10.0,27.0,37.0,6.0,32.0,38.0,35.0,23.0,6.0,14.0,10.0,17,240:00,13050,Washington Wizards,,,,,,,114.0,42.0,89.0,87.1,21.0,30.0,70.0,9.0,24.0,37.5,13.0,24.0,37.0,28.0,20.0,6.0,12.0,0.0,-17,240:00,Utah Jazz
6.0,48.0,15.0,15.0,7.0,8.0,110.0,36.0,84.0,42.9,27.0,31.0,87.1,11.0,32.0,34.4,16.0,40.0,56.0,25.0,17.0,7.0,25.0,1.0,5,240:00,10279,Washington Wizards,9.0,56.0,3.0,8.0,38.0,8.0,105.0,41.0,97.0,42.3,11.0,14.0,78.6,12.0,36.0,33.3,9.0,27.0,36.0,25.0,25.0,14.0,9.0,5.0,-5,240:00,Utah Jazz
,,,,,,103.0,36.0,81.0,44.4,24.0,26.0,92.3,7.0,21.0,33.3,11.0,32.0,43.0,21.0,24.0,7.0,18.0,5.0,-4,240:00,12743,Washington Wizards,,,,,,,107.0,40.0,87.0,92.3,16.0,21.0,76.2,11.0,28.0,39.3,11.0,32.0,43.0,30.0,17.0,7.0,14.0,8.0,4,240:00,Utah Jazz
,,,,,,100.0,39.0,85.0,45.9,10.0,18.0,55.6,12.0,27.0,44.4,13.0,24.0,37.0,24.0,20.0,8.0,17.0,3.0,-19,240:00,13911,Washington Wizards,,,,,,,119.0,47.0,89.0,55.6,17.0,25.0,68.0,8.0,24.0,33.3,13.0,34.0,47.0,29.0,15.0,9.0,10.0,7.0,19,240:00,Utah Jazz
5.0,54.0,1.0,10.0,15.0,8.0,117.0,43.0,91.0,47.3,17.0,21.0,81.0,14.0,36.0,38.9,12.0,36.0,48.0,27.0,18.0,5.0,18.0,1.0,1,240:00,10448,Washington Wizards,18.0,50.0,16.0,9.0,24.0,8.0,116.0,45.0,87.0,51.7,16.0,24.0,66.7,10.0,34.0,29.4,8.0,29.0,37.0,26.0,21.0,13.0,10.0,5.0,-1,240:00,Utah Jazz
16.0,54.0,6.0,8.0,17.0,8.0,107.0,43.0,93.0,46.2,10.0,13.0,76.9,11.0,35.0,31.4,9.0,26.0,35.0,26.0,22.0,8.0,10.0,3.0,-16,240:00,10872,Washington Wizards,4.0,42.0,24.0,20.0,21.0,9.0,123.0,43.0,82.0,52.4,21.0,29.0,72.4,16.0,35.0,45.7,10.0,31.0,41.0,33.0,22.0,5.0,12.0,8.0,16,240:00,Utah Jazz
6.0,42.0,12.0,26.0,8.0,16.0,106.0,37.0,87.0,42.5,19.0,21.0,90.5,13.0,36.0,36.1,17.0,30.0,47.0,20.0,25.0,4.0,16.0,4.0,-20,240:00,10878,Washington Wizards,13.0,46.0,23.0,11.0,25.0,16.0,126.0,46.0,84.0,54.8,17.0,24.0,70.8,17.0,40.0,42.5,6.0,29.0,35.0,27.0,20.0,10.0,9.0,8.0,20,240:00,Utah Jazz
13.0,52.0,10.0,18.0,7.0,7.0,98.0,36.0,81.0,44.4,20.0,29.0,69.0,6.0,29.0,20.7,14.0,36.0,50.0,26.0,21.0,5.0,14.0,5.0,-4,240:00,10899,Washington Wizards,5.0,40.0,7.0,9.0,7.0,7.0,102.0,37.0,82.0,45.1,15.0,21.0,71.4,13.0,31.0,41.9,6.0,31.0,37.0,28.0,22.0,10.0,9.0,6.0,4,240:00,Utah Jazz
,,,,,,,,,,,,,,,,,,,,,,,,,,11048,Washington Wizards,,,,,,,,,,,,,,,,,,,,,,,,,,,Utah Jazz
,,,,,,123.0,42.0,88.0,47.7,24.0,27.0,88.9,15.0,44.0,34.1,7.0,28.0,35.0,34.0,23.0,10.0,19.0,3.0,-5,240:00,11075,Washington Wizards,,,,,,,128.0,46.0,86.0,88.9,21.0,25.0,84.0,15.0,34.0,44.1,12.0,29.0,41.0,30.0,22.0,10.0,20.0,2.0,5,240:00,Utah Jazz
,,,,,,127.0,49.0,90.0,54.4,14.0,16.0,87.5,15.0,36.0,41.7,9.0,24.0,33.0,35.0,20.0,4.0,10.0,3.0,-3,240:00,13026,Washington Wizards,,,,,,,130.0,48.0,85.0,87.5,25.0,29.0,86.2,9.0,26.0,34.6,11.0,25.0,36.0,28.0,15.0,7.0,9.0,4.0,3,240:00,Utah Jazz
,,,,,,103.0,35.0,81.0,43.2,22.0,29.0,75.9,11.0,34.0,32.4,11.0,31.0,42.0,27.0,18.0,5.0,17.0,3.0,-16,240:00,13372,Washington Wizards,,,,,,,119.0,43.0,88.0,75.9,22.0,26.0,84.6,11.0,32.0,34.4,12.0,33.0,45.0,29.0,20.0,10.0,10.0,5.0,16,240:00,Utah Jazz
20.0,52.0,7.0,5.0,8.0,11.0,124.0,45.0,88.0,51.1,17.0,23.0,73.9,17.0,40.0,42.5,9.0,32.0,41.0,29.0,30.0,5.0,14.0,0.0,-7,240:00,9314,Washington Wizards,22.0,66.0,14.0,12.0,24.0,15.0,131.0,46.0,84.0,54.8,29.0,41.0,70.7,10.0,32.0,31.2,7.0,34.0,41.0,39.0,25.0,8.0,9.0,5.0,7,240:00,Utah Jazz
12.0,44.0,11.0,9.0,26.0,13.0,113.0,42.0,88.0,47.7,15.0,20.0,75.0,14.0,42.0,33.3,8.0,28.0,36.0,26.0,25.0,9.0,7.0,4.0,11,240:00,10559,Washington Wizards,14.0,48.0,14.0,21.0,10.0,15.0,102.0,35.0,84.0,41.7,25.0,32.0,78.1,7.0,31.0,22.6,12.0,37.0,49.0,19.0,20.0,5.0,11.0,6.0,-11,240:00,Utah Jazz
12.0,40.0,12.0,8.0,19.0,8.0,118.0,41.0,74.0,55.4,18.0,28.0,64.3,18.0,40.0,45.0,4.0,26.0,30.0,29.0,25.0,7.0,16.0,6.0,5,240:00,10885,Washington Wizards,3.0,46.0,5.0,10.0,15.0,8.0,113.0,40.0,80.0,50.0,22.0,27.0,81.5,11.0,26.0,42.3,11.0,33.0,44.0,25.0,26.0,9.0,17.0,3.0,-5,240:00,Utah Jazz
11.0,56.0,7.0,16.0,28.0,9.0,121.0,43.0,86.0,50.0,23.0,32.0,71.9,12.0,34.0,35.3,9.0,27.0,36.0,26.0,27.0,15.0,15.0,3.0,-5,240:00,10892,Washington Wizards,15.0,46.0,17.0,10.0,30.0,9.0,126.0,41.0,73.0,56.2,29.0,36.0,80.6,15.0,31.0,48.4,5.0,28.0,33.0,28.0,31.0,9.0,20.0,2.0,5,240:00,Utah Jazz
,,,,,,134.0,51.0,90.0,56.7,16.0,21.0,76.2,16.0,35.0,45.7,7.0,31.0,38.0,35.0,19.0,10.0,13.0,2.0,17,240:00,11832,Washington Wizards,,,,,,,117.0,43.0,85.0,76.2,12.0,19.0,63.2,19.0,38.0,50.0,10.0,32.0,42.0,25.0,23.0,4.0,17.0,4.0,-17,240:00,Utah Jazz
,,,,,,112.0,44.0,100.0,44.0,15.0,18.0,83.3,9.0,33.0,27.3,17.0,30.0,47.0,24.0,17.0,11.0,13.0,7.0,2,240:00,12224,Washington Wizards,,,,,,,110.0,42.0,105.0,83.3,17.0,17.0,100.0,9.0,42.0,21.4,22.0,35.0,57.0,26.0,22.0,9.0,15.0,4.0,-2,240:00,Utah Jazz
,,,,,,108.0,41.0,92.0,44.6,15.0,22.0,68.2,11.0,35.0,31.4,10.0,35.0,45.0,24.0,20.0,7.0,6.0,4.0,3,240:00,12664,Washington Wizards,,,,,,,105.0,37.0,86.0,68.2,20.0,26.0,76.9,11.0,35.0,31.4,11.0,38.0,49.0,21.0,20.0,5.0,9.0,0.0,-3,240:00,Utah Jazz
,,,,,,120.0,40.0,82.0,48.8,26.0,32.0,81.3,14.0,34.0,41.2,10.0,33.0,43.0,25.0,17.0,6.0,14.0,4.0,6,240:00,12950,Washington Wizards,,,,,,,114.0,40.0,87.0,81.3,20.0,23.0,87.0,14.0,40.0,35.0,9.0,30.0,39.0,23.0,23.0,7.0,13.0,3.0,-6,240:00,Utah Jazz
15.0,62.0,31.0,18.0,26.0,14.0,124.0,46.0,86.0,53.5,22.0,27.0,81.5,10.0,32.0,31.2,13.0,33.0,46.0,33.0,23.0,10.0,18.0,6.0,13,240:00,10108,Washington Wizards,4.0,42.0,11.0,14.0,16.0,12.0,111.0,37.0,85.0,43.5,21.0,24.0,87.5,16.0,42.0,38.1,13.0,23.0,36.0,20.0,24.0,10.0,17.0,4.0,-13,240:00,Utah Jazz
,,,,,,112.0,48.0,97.0,49.5,7.0,10.0,70.0,9.0,31.0,29.0,10.0,30.0,40.0,33.0,16.0,5.0,13.0,6.0,-21,240:00,11975,Washington Wizards,,,,,,,133.0,53.0,92.0,70.0,11.0,16.0,68.8,16.0,37.0,43.2,11.0,32.0,43.0,40.0,10.0,8.0,11.0,5.0,21,240:00,Utah Jazz
,,,,,,124.0,47.0,102.0,46.1,18.0,24.0,75.0,12.0,31.0,38.7,20.0,35.0,55.0,23.0,16.0,12.0,13.0,3.0,21,240:00,12232,Washington Wizards,,,,,,,103.0,41.0,87.0,75.0,10.0,18.0,55.6,11.0,36.0,30.6,13.0,34.0,47.0,26.0,18.0,9.0,20.0,13.0,-21,240:00,Utah Jazz
,,,,,,107.0,37.0,87.0,42.5,23.0,29.0,79.3,10.0,32.0,31.3,12.0,33.0,45.0,20.0,16.0,7.0,9.0,4.0,3,240:00,12686,Washington Wizards,,,,,,,104.0,42.0,91.0,79.3,11.0,14.0,78.6,9.0,32.0,28.1,12.0,37.0,49.0,24.0,20.0,3.0,11.0,5.0,-3,240:00,Utah Jazz
,,,,,,105.0,40.0,82.0,48.8,13.0,15.0,86.7,12.0,29.0,41.4,6.0,43.0,49.0,25.0,21.0,9.0,14.0,9.0,19,240:00,12774,Washington Wizards,,,,,,,86.0,32.0,94.0,86.7,15.0,21.0,71.4,7.0,30.0,23.3,16.0,30.0,46.0,17.0,14.0,8.0,15.0,4.0,-19,240:00,Utah Jazz
10.0,50.0,1.0,19.0,12.0,10.0,101.0,38.0,83.0,45.8,15.0,22.0,68.2,10.0,36.0,27.8,9.0,35.0,44.0,25.0,21.0,4.0,14.0,3.0,-15,240:00,10517,Washington Wizards,11.0,40.0,20.0,13.0,20.0,10.0,116.0,39.0,86.0,45.3,25.0,31.0,80.6,13.0,33.0,39.4,10.0,31.0,41.0,27.0,21.0,10.0,10.0,4.0,15,240:00,Utah Jazz
,,,,,,129.0,50.0,88.0,56.8,17.0,20.0,85.0,12.0,30.0,40.0,13.0,30.0,43.0,31.0,22.0,8.0,14.0,4.0,16,240:00,11354,Washington Wizards,,,,,,,113.0,39.0,85.0,85.0,19.0,25.0,76.0,16.0,44.0,36.4,12.0,25.0,37.0,25.0,20.0,4.0,17.0,2.0,-16,240:00,Utah Jazz
,,,,,,120.0,44.0,83.0,53.0,15.0,20.0,75.0,17.0,32.0,53.1,8.0,34.0,42.0,30.0,21.0,6.0,12.0,8.0,20,240:00,11369,Washington Wizards,,,,,,,100.0,37.0,88.0,75.0,14.0,18.0,77.8,12.0,41.0,29.3,10.0,29.0,39.0,18.0,20.0,5.0,14.0,6.0,-20,240:00,Utah Jazz
,,,,,,134.0,48.0,95.0,50.5,19.0,26.0,73.1,19.0,43.0,44.2,13.0,28.0,41.0,37.0,18.0,4.0,4.0,2.0,10,240:00,12811,Washington Wizards,,,,,,,124.0,47.0,86.0,73.1,14.0,19.0,73.7,16.0,41.0,39.0,8.0,27.0,35.0,27.0,20.0,3.0,9.0,5.0,-10,240:00,Utah Jazz
,,,,,,106.0,38.0,90.0,42.2,20.0,27.0,74.1,10.0,28.0,35.7,12.0,35.0,47.0,22.0,24.0,4.0,10.0,5.0,-8,240:00,13772,Washington Wizards,,,,,,,114.0,35.0,82.0,74.1,31.0,42.0,73.8,13.0,39.0,33.3,11.0,36.0,47.0,21.0,20.0,3.0,10.0,3.0,8,240:00,Utah Jazz
15.0,68.0,31.0,13.0,13.0,20.0,125.0,50.0,80.0,62.5,13.0,14.0,92.9,12.0,28.0,42.9,8.0,35.0,43.0,33.0,20.0,6.0,19.0,4.0,7,240:00,10702,Washington Wizards,13.0,58.0,2.0,23.0,25.0,17.0,118.0,44.0,97.0,45.4,18.0,23.0,78.3,12.0,40.0,30.0,18.0,19.0,37.0,29.0,21.0,11.0,8.0,4.0,-7,240:00,Utah Jazz
,,,,,,119.0,45.0,96.0,46.9,15.0,19.0,78.9,14.0,42.0,33.3,11.0,33.0,44.0,28.0,23.0,9.0,18.0,5.0,-3,240:00,11209,Washington Wizards,,,,,,,122.0,43.0,88.0,78.9,24.0,26.0,92.3,12.0,28.0,42.9,11.0,36.0,47.0,27.0,15.0,10.0,22.0,7.0,3,240:00,Utah Jazz
,,,,,,109.0,43.0,87.0,49.4,18.0,21.0,85.7,5.0,21.0,23.8,7.0,31.0,38.0,24.0,16.0,4.0,10.0,1.0,-5,240:00,13162,Washington Wizards,,,,,,,114.0,44.0,88.0,85.7,15.0,17.0,88.2,11.0,33.0,33.3,11.0,31.0,42.0,22.0,17.0,5.0,12.0,9.0,5,240:00,Utah Jazz
,,,,,,117.0,46.0,71.0,64.8,15.0,23.0,65.2,10.0,20.0,50.0,4.0,36.0,40.0,31.0,18.0,8.0,22.0,3.0,8,240:00,13098,Washington Wizards,,,,,,,109.0,43.0,92.0,65.2,15.0,22.0,68.2,8.0,29.0,27.6,14.0,23.0,37.0,28.0,21.0,11.0,13.0,1.0,-8,240:00,Utah Jazz
,,,,,,134.0,51.0,83.0,61.4,18.0,26.0,69.2,14.0,28.0,50.0,12.0,26.0,38.0,38.0,28.0,16.0,18.0,4.0,23,240:00,13820,Washington Wizards,,,,,,,111.0,37.0,84.0,69.2,29.0,37.0,78.4,8.0,32.0,25.0,16.0,23.0,39.0,23.0,18.0,7.0,21.0,2.0,-23,240:00,Utah Jazz
13.0,48.0,25.0,12.0,12.0,8.0,85.0,32.0,80.0,40.0,17.0,20.0,85.0,4.0,33.0,12.1,13.0,43.0,56.0,24.0,19.0,4.0,19.0,2.0,-2,240:00,10181,Washington Wizards,13.0,36.0,5.0,2.0,22.0,9.0,87.0,34.0,84.0,40.5,9.0,12.0,75.0,10.0,34.0,29.4,3.0,28.0,31.0,23.0,22.0,12.0,9.0,4.0,2,240:00,Utah Jazz
,,,,,,115.0,40.0,83.0,48.2,24.0,30.0,80.0,11.0,28.0,39.3,5.0,33.0,38.0,28.0,24.0,13.0,20.0,8.0,-11,240:00,11038,Washington Wizards,,,,,,,126.0,47.0,87.0,80.0,22.0,28.0,78.6,10.0,23.0,43.5,8.0,36.0,44.0,28.0,25.0,12.0,21.0,4.0,11,240:00,Utah Jazz
,,,,,,104.0,37.0,68.0,54.4,19.0,34.0,55.9,11.0,22.0,50.0,4.0,29.0,33.0,22.0,20.0,1.0,14.0,5.0,-10,240:00,11334,Washington Wizards,,,,,,,114.0,44.0,89.0,55.9,16.0,23.0,69.6,10.0,30.0,33.3,10.0,27.0,37.0,27.0,24.0,9.0,6.0,5.0,10,240:00,Utah Jazz
,,,,,,103.0,41.0,87.0,47.1,11.0,14.0,78.6,10.0,29.0,34.5,11.0,32.0,43.0,20.0,18.0,6.0,12.0,3.0,-12,240:00,11688,Washington Wizards,,,,,,,115.0,41.0,82.0,78.6,19.0,25.0,76.0,14.0,33.0,42.4,10.0,33.0,43.0,24.0,11.0,7.0,11.0,4.0,12,240:00,Utah Jazz
